Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Lobaria linita,,,Fungi,Ascomycota,,,Lecanoromycetes,,,Peltigerales,,,Lobariaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Lobaria pulmonaria,,lungwort,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Pearson 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Lobaria scrobiculata,,textured lung,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Pearson 11,,,,,,Matheson Lake;,,LIC
Lycoperdon echinatum,,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Lycoperdaceae,,,,,observed,4-Nov-17,Oluna Ceska,Glinz Lake Foray 17,,,,,,Camp Thunderbird;,,FUN
Lycoperdon nigrescens,,dark puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Lycoperdaceae,,,,,observed,9-Nov-13,Andy MacKinnon,Van der Meer Myco 13,,,,,,Van der Meer (Camosun) property;,,FUN
Lycoperdon perlatum,,common puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Lycoperdaceae,,,,,observed,9-Nov-13,Andy MacKinnon,Van der Meer Myco 13,,,,,,Van der Meer (Camosun) property;,,FUN
Lycoperdon pyriforme,,pear-shaped puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Lycoperdaceae,,,,,observed,30-Apr-11,Oluna Ceska,Unknown Devonian,,,,,,Devonian Park;,,FUN
Lyophyllum decastes,,fried chicken mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lyophyllaceae,,,,,observed,8-Nov-14,Andy MacKinnon,Mycoblitz Blinkhorn 14,,,,,,Blinkhorn Lake Park and mountain;,,FUN
Lyophyllum semitale,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lyophyllaceae,,,,,observed,9-Nov-13,Andy MacKinnon,Van der Meer Myco 13,,,,,,Van der Meer (Camosun) property;tree bark,,FUN
Marasmiellus candidus,,white mirasmius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,,,observed,8-Nov-14,Andy MacKinnon,Mycoblitz Blinkhorn 14,,,,,,Blinkhorn Lake Park and mountain;,,FUN
Marasmius androsaceus,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,,,observed,5-Mar-16,Oluna Ceska,SVIMS Matheson 16,,,,,,Matheson Lake;tree bark,,FUN
Marasmius copelandi,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,,,observed,5-Nov-16,Andy MacKinnon,Mycoblitz Thunderbird 16,,,,,,YMCA Camp Thunderbird;tree bark,,FUN
Marasmius oreades,,fairy ring mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,,,observed,8-Nov-14,Ian Gibson,Mycoblitz Metch Wilderness 14 ,,,,,,Metchosin Wilderness Park;,,FUN
Marasmius plicatulus,,red pinwheel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,,,observed,9-Nov-13,Andy MacKinnon,Van der Meer Myco 13,,,,,,Van der Meer (Camosun) property;,,FUN
Massalongia carnosa,,rockmoss rosette,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Melanelixia fuliginosa,,shiny camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Camosun Van Der Meer Reserve;,,LIC
Melanelixia glabratula,,camouflage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,24-May-14,Ryan Batten,Metchosin General 14,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Melanelixia subaurifera,,abraded camouflage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,5-May-12,Ryan Batten,Roemer Mary Hill 12,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,LIC
Melanohalea exasperatula,,lustrous camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Witty's 11,,,,,,Pearson College;,,LIC
Melanoleuca stridula,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,,,,observed,5-May-12,Dorothea Haeussler,SVIMS Van der Meer 12,,,,,,Van der Meer (Camosun) property;,,FUN
Melanospora lagenaria,,,Fungi,Ascomycota,,,Sordariomycetes,,,Coronophorales,,,Ceratostomataceae,,,,,observed,4-Nov-17,Vandegrift/Callan,Pearson Myco 2017,,,,,,Camp Thunderbird;,,FUN
Menegazzia subsimilis,,tragic flute,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,24-May-14,Ryan Batten,Metchosin General 14,,,,,,Mary Hill/DND;,,LIC
Menegazzia terebrata,,magic flute,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,7-Mar-17,Ryan Batten,Batten Tower Point 17,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,LIC
Mollisia cinerea,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,Leotiomycetidae,,Helotiales,,,Dermateaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,FUN
Mollisia ventosa,,,Fungi,Ascomycota,,,Leotiomycetes,,,Helotiales,,,Mollisiaceae,,,,,observed,13-Jun-15,Oluna Ceska,Glinz Lake 15,,,,,,Camp Thunderbird;,,FUN
Montanelia disjuncta,,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Parmeliaceae,,,,,observed,18-Mar-16,Ryan Batten,Matheson targeted 16,,,,,,Witty's Lagoon;,,LIC
Montanelia panniformis,,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Parmeliaceae,,,,,observed,18-Mar-16,Ryan Batten,Matheson targeted 16,,,,,,Matheson Lake;,,LIC
Morchella elata,,black morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,,,,,observed,30-Apr-11,Gerry Ansell,Ansell Devonian 11,,,,,,Devonian Park;,,FUN
Mucronella pendula,,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Clavariaceae,,,,,observed,3-Nov-18,Luke Mikler,Mycoblitz Blinkhorn 18,,,,,,Blinkhorn Lake;,,FUN
Mycena alcalina,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Ian Gibson,Mycoblitz Metch Wilderness 14 ,,,,,,Metchosin Wilderness Park;forest soil and litter,,FUN
Mycena algeriensis,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,3-Nov-18,Oluna Ceska,Mycoblitz Pearson 18,,,,,,Pearson College Lands;,,FUN
Mycena amicta,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,30-Apr-11,Oluna Ceska,Van der Meer fungal foray 11,,,,,,Van der Meer (Camosun) property;,,FUN
Mycena aurantiomarginata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,4-Nov-17,Oluna Ceska,Glinz Lake Foray 17,,,,,,Camp Thunderbird;forest soil and litter,,FUN
Mycena delicatella,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,30-Apr-11,Oluna Ceska,Matheson Lake fungal foray 11,,,,,,Matheson Park;forest soil and litter,,FUN
Mycena epipterygia,,yellowleg bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Ben Hircock,Mt Helmcken Hircock 14,,,,,,Mt Helmcken;,,FUN
Mycena filopes,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,7-Nov-15,Kem Luther,Luther Sec 25,,,,,,Section 25;,,FUN
Mycena fusco-ocula,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Mycena galericulata,,common bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,7-Nov-15,Kem Luther,Luther Sec 25,,,,,,Section 25;,,FUN
Mycena haematopus,,bleeding fairy helmet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,7-Nov-15,Ian Gibson,Gibson Blinkhorn,,,,,,Blinkhorn Lake Park and mountain;,,FUN
Mycena leptocephala,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,30-Apr-11,Oluna Ceska,Van der Meer fungal foray 11,,,,,,Van der Meer (Camosun) property;,,FUN
Mycena maculata,,Spotted Mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,3-Nov-18,Luke Mikler,Mycoblitz Blinkhorn 18,,,,,,Blinkhorn Lake;,,FUN
Mycena metata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Mycena parabolica,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,4-Mar-17,Oluna Ceska,Ceska Pearson 17,,,,,,Pearson College lands;,,FUN
Mycena pura,,pink mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,30-Apr-11,Oluna Ceska,Matheson Lake fungal foray 11,,,,,,Matheson Park;,,FUN
Mycena purpureofusca,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Mycena pusilla,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Mycena subcucculata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Mycena tenerrima,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,5-Mar-16,Oluna Ceska,SVIMS Matheson 16,,,,,,Matheson Lake;,,FUN
Mycoblastus affinis,,white heart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Mycoblastaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,LIC
Mycoblastus sanguinarius,,Bloody Heart Lichen,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Tephromelataceae,,,,,observed,30-Apr-11,Daryl Thompson,Sugarloaf Expedition 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Nectria cinnabarina,,,Fungi,Ascomycota,,,Sordariomycetes,,,Hypocreales,,,Nectriaceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;tree bark,,FUN
Neournula pouchetii,,rose goblet,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Chorioactidaceae,,,,,unobserved,5-May-18,Oluna Ceska,SVIMS Glinz Lake 18,,,,,,"Glinz Lake, Camp Thunderbird;",,FUN
Nephroma laevigatum,,mustard paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,,,observed,30-Apr-11,Gerry Ansell,Ansell Devonian 11,,,,,,Mary Hill/DND;,,LIC
Nephroma resupinatum,,pimpled paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Devonian Park;,,LIC
Nidula candida,,bird?s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,,,observed,5-May-12,Oluna Ceska,SVIMS Van der Meer 12,,,,,,Van der Meer (Camosun) property;,,FUN
Nidula niveotomentosa,,bird?s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,,,observed,30-Apr-11,Oluna Ceska,Van der Meer fungal foray 11,,,,,,Van der Meer (Camosun) property;,,FUN
Nolanea cetrata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,,,,observed,30-Apr-11,Oluna Ceska,Matheson Lake fungal foray 11,,,,,,Matheson Park;,,FUN
Nolanea fusciceps,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Nolanea hirtipes ,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,,,,observed,8-Nov-14,Oluna Ceska,Mycoblitz Pearson 14,,,,,,Pearson College grounds;,,FUN
Nolanea holoconiota,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,,,,observed,30-Apr-11,Oluna Ceska,Matheson Lake fungal foray 11,,,,,,Matheson Park;,,FUN
Nolanea lucida,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,,,,observed,5-May-12,Dorothea Haeussler,SVIMS Van der Meer 12,,,,,,Van der Meer (Camosun) property;outcrops,,FUN
Nolanea verna,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,,,,observed,5-May-12,Oluna Ceska,SVIMS Glinz Lake 12,,,,,,YMCA Camp Thunderbird;,,FUN
Normandina acroglypta,,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,Verrucariaceae,,,,,observed,24-May-14,Ryan Batten,Metchosin General 14,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Normandina pulchella,,elf-ear lichen,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,Verrucariaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,LIC
Ochrolechia farinacea,,farinose saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,observed,24-May-14,Ryan Batten,Metchosin General 14,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Ochrolechia laevigata,,smooth saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Witty's 11,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;Found by Rich Mably",,LIC
Ochrolechia oregonensis,,double-rimmed saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,observed,30-Apr-11,Gerry Ansell,Ansell Devonian 11,,,,,,Witty's Lagoon;Found by Ben Hircock,,LIC
Ochrolechia subpallescens,,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,observed,18-Mar-16,Gerry Ansell,Matheson targeted 16,,,,,,Devonian Park;,,LIC
Ochrolechia szatalaensis,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,observed,5-May-12,Ryan Batten,Roemer Mary Hill 12,,,,,,Matheson Lake;Found by Kevin Trim,,LIC
Ochrolechia upsaliensis,,tundra saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,observed,5-May-12,Ryan Batten,Roemer Mary Hill 12,,,,,,Mary Hill/DND;,,LIC
Orbilia ,,,Fungi,Ascomycota,Pezizomycotina,,Orbiliomycetes,Orbiliomyetidae,,Orbiliales,,,Orbiliaceae,,,,,observed,13-Jun-15,Terry Taylor,Section 95 Roemer 15,,,,,,Section 95;roadside soil banks; mineral soil on upturned tree root in forest,,FUN
Otidea alutacea,,donkey ears,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,,,,,observed,7-Nov-15,Oluna Ceska,Ceska Van der Meer,,,,,,Van der Meer (Camosun) property;outcrops,,FUN
Otidea leporina,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,,,,,observed,8-Nov-14,Ben Hircock,Mt Helmcken Hircock 14,,,,,,Mt Helmcken;outcrops,,FUN
Otidea onotica,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,,,,,observed,9-Nov-13,Andy MacKinnon,Van der Meer Myco 13,,,,,,Van der Meer (Camosun) property;,,FUN
Otidea smithii,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pyronemataceae,,,,,observed,8-Nov-14,Paul Kroger,Mycoblitz Boys Girls Club 14,,,,,,Boys and Girls Club Metchosin;,,FUN
Panellus longinquus,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,7-Nov-15,Kem Luther,Luther Sec 25,,,,,,Section 25;,,FUN
Panellus serotinus,,late fall oyster,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,,observed,9-Nov-13,Andy MacKinnon,Van der Meer Myco 13,,,,,,Van der Meer (Camosun) property;over rock and thin soil/litter in open seeps,,FUN
Pannaria rubiginosa,,,Fungi,Ascomycota,,,Lecanoromycetes,,,Peltigerales,,,Pannariaceae,,,,,observed,5-May-12,Ryan Batten,Roemer Mary Hill 12,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,LIC
Parmelia hygrophila,,granulating crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Mary Hill/DND;,,LIC
Parmelia saxatilis,,salted crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Pearson 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Parmelia subaurifera,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,30-Apr-11,Jeremy Tatum/Bill Savale,Tatum Savale 11,,,,,,Pearson College;,,LIC
Parmelia sulcata,,hammered crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,30-Apr-11,Gerry Ansell,Ansell Devonian 11,,,,,,Devonian Park;,,LIC
Parmelia sulymae,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,18-Mar-16,Ryan Batten,Matheson targeted 16,,,,,,Matheson Lake;,,LIC
Parmotrema arnoldii,,king ruffle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Devonian Park;,,LIC
Peltigera aphthosa,,silver-lined pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,30-Apr-11,Peter McAuliffe,Devonian McAuliffe 11,,,,,,Matheson Lake;,,LIC
Peltigera britannica,,flaky freckle pelt ,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,30-Apr-11,Gerry Ansell,Ansell Devonian 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;Found by Kevin Trim,,LIC
Peltigera canina,,dog pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Devonian Park;,,LIC
Peltigera collina,,tree pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Peltigera leucophlebia,,ruffled freckled pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,18-Mar-16,Hans Roemer,Matheson targeted 16,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Peltigera membranacea,,membranous pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Pearson 11,,,,,,Matheson Lake;,,LIC
Peltigera neopolydactyla,,undulating pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,5-May-12,Kem Luther,Mackinnon Winder B&G 12,,,,,,Pearson College;,,LIC
Peltigera pacifica,,fringed pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,24-May-14,Ryan Batten,Metchosin General 14,,,,,,Boys and Girls Club Metchosin;,,LIC
Peltigera venosa,,fan pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,observed,28-Apr-18,Juliet Pendray/Daryl Thompson,M Crown 66 Pendray,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;Found by Pauline and Ann",,LIC
Peniophora,,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Peniophoraceae,,,,,observed,13-Jun-15,Terry Taylor,Section 95 Roemer 15,,,,,,Section 95;over rock and thin soil/litter in open seeps,,FUN
Pertusaria amara,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,,,,observed,30-Apr-11,Gerry Ansell,Ansell Devonian 11,,,,,,"Metch crown lands secs 64,66,67;",,LIC
Pertusaria lactea,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,,,,observed,28-Apr-18,Juliet Pendray/Daryl Thompson,M Crown 66 Pendray,,,,,,Devonian Park;,,LIC
Pertusaria leioplaca,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,,,,observed,30-Apr-11,Jeremy Tatum/Bill Savale,Tatum Savale 11,,,,,,"Metch crown lands secs 64,66,67;",,LIC
Pertusaria ophthalmiza,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,,,,observed,27-Apr-13,H Roemer/R. Batten,Roemer Group 13,,,,,,Devonian Park;,,LIC
Pertusaria subambigens,,frosted wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,,,,observed,30-Apr-11,Daryl Thompson,Thompson Pearson 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,LIC
Peziza repanda,,palomino cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Pezizaceae,,,,,observed,4-Nov-17,Luke Mikler,VanderMeer 17,,,,,,Van der Meer (Camosun) property;over rock and thin soil/litter in open seeps,,FUN
