Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID
Anthoxanthum odoratum,L.,sweet vernal grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237473,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648263,https://static.inaturalist.org/photos/39746690/medium.jpeg?1558655121,,75475
Arrhenatherum elatius,(L.) P. Beauv. ex J. Presl & C. Presl,false oat-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,1914-05-30,John Macoun,RBCM,V000430,,,,,,75583
Bromus carinatus var. carinatus,Hook. & Arn.,California brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237481,5/22/2019,Andrew Simon,https://www.inaturalist.org/observations/25592032,https://static.inaturalist.org/photos/39655872/medium.jpeg?1558570681,,52700
Bromus hordeaceus,L.,soft brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237524,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25244530,https://static.inaturalist.org/photos/39079795/medium.jpeg?1558056649,,52703
Bromus inermis ssp. inermis,Leyss.,smooth brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,1975-07-09,Harvey Janszen,RBCM,V097308,,,,,,181449
Bromus racemosus,L.,bald brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,1975-05-29,Harvey Janszen,RBCM,V097277,,,,,,
Bromus rigidus,Roth,rip-gut brome ,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,2016-11-02,MICS,St. John Point Conservation Report,,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648268,https://static.inaturalist.org/photos/39747025/medium.jpeg?1558655351,,204259
Bromus sitchensis,Trin.,Alaska brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,confirmed,observed,2016-11-02,MICS,St. John Point Conservation Report,,5/24/2019,Andrew Simon,https://www.inaturalist.org/observations/25720379,https://static.inaturalist.org/photos/39866379/medium.jpeg?1558766619,,75912
Bromus sterilis,L.,barren brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237540,5/22/2019,Andrew Simon,https://www.inaturalist.org/observations/25592025,https://static.inaturalist.org/photos/39655720/medium.jpeg?1558570586,,57163
Bromus tectorum,L.,cheatgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,1975-05-26,Harvey Janszen,RBCM,V097273,,,,,,58369
Bromus vulgaris,(Hook.) Shear,Columbia brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237545,,,,,,75915
Cynosurus cristatus,L.,crested dogtail grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237600,,,,,,76581
Cynosurus echinatus,L.,hedgehog dogtail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,,,,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13371352,https://static.inaturalist.org/photos/19603710/medium.jpeg?1528830328,,47695
Dactylis glomerata,L.,orchard grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237606,,,,,,52720
Danthonia californica,Bol.,California oatgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Danthonioideae,native,S5,reported,unobserved,1977-06-14,Harvey Janszen,RBCM,V097778,,,,,,57165
Danthonia intermedia,Vasey,timber oat grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Danthonioideae,native,S5,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237611,,,,,,76604
Deschampsia cespitosa,(L.) P.Beauv.,tufted hair grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),reported,unobserved,1975-08-04,Harvey Janszen,RBCM,V097276,,,,,,76639
Deschampsia elongata,(Hook.) Munro,slender hairgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V156488,,,,,,52722
Distichlis spicata,(L.) Greene,salt grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Chloridoideae,native,S4S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,58372
Elymus glaucus var. glaucus,Buckley,blue wild rye,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237632,,,,,CRB reports E.g.var.jepsonii,52791
Elymus repens,(L.) Gould,quackgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,60284
Elymus trachycaulus,(Link) Gould,slender wheatgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),reported,unobserved,2009-01-01,Quentin Cronk,Mayne Flora List,,,,,,,
Festuca occidentalis,Hook.,western fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237654,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25490475,https://static.inaturalist.org/photos/39489913/medium.jpeg?1558422492,,59091
Festuca roemeri,(Pavlick) E.B. Alexeev,Roemer’s fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237653,,,,,,162962
Festuca rubra,L.,red fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237661,,,,,CRB reports F.r.var.pruinosa in QC's list,61061
Festuca rubra ssp. pruinosa,L.,Bloomed Fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,,,,new 2019,observed,,,,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25244527,https://static.inaturalist.org/photos/39079776/medium.jpeg?1558056632,,181758
Festuca saximontana,Rydb.,Rocky Mountain fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,unlisted,SNR (2015),reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237673,,,,,,
Festuca subulata,Bong.,bearded fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77145
Festuca subuliflora,Scribn.,crinkle-awned fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77146
Glyceria declinata,Brébiss.,waxy mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,4/11/1998,Frank Lomer,UBC,V233788,,,,,,77288
Glyceria x occidentalis,(Piper) J.C. Nels.,western mannagrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,unlisted,SNA (2018),reported,unobserved,1977-06-14,Harvey Janszen,RBCM,V097779,,,,,,
Holcus lanatus,L.,common velvet-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237692,,,,,,52793
Hordeum brachyantherum,Nevski,meadow barley,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V122415,,,,,,57173
Hordeum murinum,L.,wall barley,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,1975-07-09,Harvey Janszen,RBCM,V097315,,,,,,52796
Koeleria macrantha,(Ledeb.) Schult.,June grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237710,,,,,,57183
Leymus mollis,(Trin.) Pilg.,American dune grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4S5 (2015),confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237711,5/5/2019,Don Enright,https://www.inaturalist.org/observations/24592627,https://static.inaturalist.org/photos/38028530/medium.jpg?1557070412,,61067
Leymus x vancouverensis,(Vasey) Pilg.,hybrid wildrye,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3S4 (2007),reported,unobserved,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,,,,
Lolium arundinaceum,(Schreb.) Darbysh.,tall fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237791,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454775,https://static.inaturalist.org/photos/39425195/medium.jpeg?1558374683,reported as Schedonorus arundinaceus,164708
Lolium multiflorum,Lam.,annual ryegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,52801
Lolium perenne,L.,perennial ryegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237715,,,,,,52801
Melica harfordii,Bol.,Harford’s oniongrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77983
Melica subulata,(Griseb.) Scribn.,Alaska oniongrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237724,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25247927,https://static.inaturalist.org/photos/39085227/medium.jpeg?1558061731,,77986
Phalaris arundinacea,L.,reed canarygrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,1979-07-27,Harvey Janszen,RBCM,V097970,6/5/2019,Andrew Simon,https://www.inaturalist.org/observations/26624255,https://static.inaturalist.org/photos/41351033/medium.jpeg?1560019934,,63337
Phalaris canariensis,L.,annual canarygrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57191
Phleum pratense,L.,Timothy,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57190
Poa annua,L.,annual bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,1979-04-06,Harvey Janszen,RBCM,V098038,4/17/2019,Andrew Simon,https://www.inaturalist.org/observations/22685426,https://static.inaturalist.org/photos/35150548/medium.jpeg?1555635670,,52808
Poa bulbosa,L.,bulbous bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237750,,,,,,58382
Poa compressa,L.,Canada bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237751,,,,,,78636
Poa howellii,Vasey & Scribn.,Howell’s bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3S4 (2015),confirmed,observed,1980-05-13,Harvey Janszen,RBCM,V107433,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25600228,https://static.inaturalist.org/photos/39670093/medium.jpeg?1558581613,,52812
Poa pratensis,L.,Kentucky bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,6/3/2007,Jeffery M. Saarela,UBC,V237767,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648289,https://static.inaturalist.org/photos/39748498/medium.jpeg?1558656350,,60307
Poa pratensis ssp. angustifolia,L. ,Kentucky bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,1979-05-31,Harvey Janszen,RBCM,V098009,,,,,,
Poa secunda,J. Presl,Nevada bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,reported,unobserved,1975-05-06,Harvey Janszen,RBCM,V083378,,,,,,57198
Poa trivialis,L.,rough bluegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,confirmed,observed,1975-05-29,Harvey Janszen,RBCM,V097295,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454744,https://static.inaturalist.org/photos/39424300/medium.jpeg?1558374164,,78657
Puccinellia nutkaensis,(J. Presl) Fernald & Weath.,Nootka alkaligrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,78783
Puccinellia nuttalliana,(Schult.) Hitchc.,Nuttall’s alkaligrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),reported,unobserved,1975-08-04,Harvey Janszen,RBCM,V097287,,,,,,204196
Puccinellia pumila,(Vasey) Hitchc.,dwarf alkaligrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2015),reported,unobserved,1980-08-11,Harvey Janszen,RBCM,V107739,,,,,,78785
Secale cereale,L.,rye,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,79021
Setaria viridis,(L.) P. Beauv.,green foxtail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Torreyochloa pauciflora,(J. Presl) Church,weak false-manna,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,81431
Trisetum canescens,Buckl.,tall trisetum,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V097980,,,,,,
Trisetum cernuum,Trin.,nodding trisetum,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2000),confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,6/3/2019,Andrew Simon,https://www.inaturalist.org/observations/26372187,https://static.inaturalist.org/photos/40946336/medium.jpeg?1559624995,Harvey reports T. cernuum var. canescens,79444
Vulpia bromoides,(L.) Gray,barren fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237829,,,,,,170281
Vulpia microstachys var. pauciflora,(Beal) Lonard & Gould,Pacific fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4 (2014),confirmed,observed,1980-05-03,Adolf Ceska & Oldriska Ceska,RBCM,V156121,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648295,https://static.inaturalist.org/photos/39749118/medium.jpeg?1558656772,,243404
Vulpia myuros,(L.) C.C. Gmel.,rat’s-tail fescue,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,reported,unobserved,6/3/2007,Jeffery M. Saarela,UBC,V237833,,,,,,52814
Sparganium emersum,Rehmann,simple-stemmed burr-reed,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,native,S5 (2015),new 2019,observed,,,,,7/9/2019,Andrew Simon,https://www.inaturalist.org/observations/28523917,https://static.inaturalist.org/photos/44468946/medium.jpeg?1562710124,,62575
Typha latifolia,L.,common cattail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Typhaceae,,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,48685
Angelica genuflexa,Nutt.,kneeling Angelica,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,75450
Anthriscus caucalis,Bieb.,bur chervil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,reported,unobserved,1912-07-11,John Macoun,RBCM,V003514,,,,,,52846
Conioselinum gmelinii,(Bray) Steud.,western hemlock-parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5 (2015),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,160830
Daucus carota,L.,Queen Anne's lace,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,7/23/2019,Andrew Simon,https://www.inaturalist.org/observations/29461074,https://static.inaturalist.org/photos/45977445/medium.jpeg?1563994948,,76610
Daucus pusillus,Michx.,American wild carrot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5,confirmed,observed,1895-06-14,Albert J. Hill,UBC,V29067,5/21/2019,Bob Kennedy,https://www.inaturalist.org/observations/25810586,https://static.inaturalist.org/photos/40010784/medium.jpg?1558881800,,56726
Heracleum mantegazzianum,Sommier & Levier,giant hogweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,
Lomatium nudicaule,(Pursh) J.M. Coult. & Rose,consumption plant,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4S5 (2015),reported,unobserved,6/2/1915,John Davidson,UBC,V44082,,,,,,77818
Lomatium utriculatum,(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,spring gold,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070923,https://static.inaturalist.org/photos/34178872/medium.jpeg?1554526001,,56827
Oenanthe sarmentosa,C. Presl ex DC.,Pacific water-parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857211,https://static.inaturalist.org/photos/30614896/medium.jpeg?1548392368,,60127
Osmorhiza berteroi,DC.,mountain sweet-cicely,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/17/2019,Bob Kennedy,https://www.inaturalist.org/observations/25626028,https://static.inaturalist.org/photos/39707690/medium.jpg?1558629197,,53166
Pastinaca sativa,L.,common parsnip,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,
Sanicula crassicaulis var. crassicaulis,Poepp. ex DC.,Pacific sanicle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4,confirmed,observed,1915-06,John Davidson,UBC,V44081,6/10/2018,pblaeser,https://www.inaturalist.org/observations/13324298,https://static.inaturalist.org/photos/19519558/medium.jpeg?1528690161,,53201
Sanicula graveolens,Poepp. ex DC.,Sierra sanicle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S3S4,reported,unobserved,2016-11-02,MICS,St. John Point Conservation Report,,,,,,,78979
Torilis japonica,(Houtt.) DC.,upright hedge-parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,exotic,unlisted,confirmed,observed,2009-01-01,Quentin Cronk,Mayne Flora List,,6/6/2019,Andrew Simon,https://www.inaturalist.org/observations/26624266,https://static.inaturalist.org/photos/41351504/medium.jpeg?1560020208,on QC's list CRB suspects T. leptophylla,133918
Yabea microcarpa,(Hook. & Arn.) Koso-Pol.,California hedge parsley,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,native,S4 (2015); N3 Vulnerable in Canada,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,56847
Hedera helix,L.,English ivy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Araliaceae,,exotic,unlisted,confirmed,observed,1914-05-22,John Macoun,RBCM,V005480,3/29/2019,Andrew Simon,https://www.inaturalist.org/observations/22122458,https://static.inaturalist.org/photos/34246106/medium.jpeg?1554600962,,55882
