iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,area,HJ_comment,FPNW_note,critical_comments,reviewed,id
Crataegus douglasii,76469,Crataegus douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,douglasii,ssi,"Coastal bluffs, meadow lands, open forests, and thickets; rare.",,,,COMP-SaltSpring:201
Crataegus monogyna,51147,Crataegus monogyna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,monogyna,ssi,Escapee from cultivation and established.,,,,COMP-SaltSpring:202
Crepis capillaris,54050,Crepis capillaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Crepis,capillaris,ssi,"Roadsides, waste places.",,,,COMP-SaltSpring:203
Crocidium multicaule,57524,Crocidium multicaule,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Crocidium,multicaule,ssi,Calder Mt Maxwell 1961,,,,COMP-SaltSpring:204
Cryptogramma acrostichoides,76536,Cryptogramma acrostichoides,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cryptogrammoideae,,Cryptogramma,acrostichoides,ssi,Arnell Park. details? Thompson Sir Echos Way iNaturalist report 2018.,,,,COMP-SaltSpring:205
Cuscuta pacifica pacifica,80645,Cuscuta pacifica var. pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,,Cuscuteae,Cuscuta,pacifica,ssi,On Salicornia in salt marshes.,,,,COMP-SaltSpring:206
Cymbalaria muralis,55727,Cymbalaria muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Cymbalaria,muralis,ssi,TRA Beaver Point date?,,,,COMP-SaltSpring:207
Cynosurus cristatus,76581,Cynosurus cristatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Cynosurus,cristatus,ssi,"Fields, roadsides and waste places; common throughout.",,,,COMP-SaltSpring:208
Cynosurus echinatus,47695,Cynosurus echinatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Cynosurus,echinatus,ssi,Roadside and waste ground. Spreading into grassy bluffs.,,,,COMP-SaltSpring:209
Cystopteris fragilis,58755,Cystopteris fragilis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Cystopteridaceae,,,Cystopteris,fragilis,ssi,"Shady woods, moist rocky north slopes. Fairly common.",,,,COMP-SaltSpring:210
Cytisus scoparius,48538,Cytisus scoparius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Cytisus,scoparius,ssi,"Roadsides, dry grassland, bluffs, spreading from disturbed ground.",,,,COMP-SaltSpring:211
Dactylis glomerata,52720,Dactylis glomerata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Dactylis,glomerata,ssi,"Farm fields, roadsides and grassy bluffs.",,,,COMP-SaltSpring:212
Dactylorhiza viridis,128599,Dactylorhiza viridis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Dactylorhiza,viridis,ssi,"TRA Russell Island, Fulford Harbour.",,,,COMP-SaltSpring:213
Danthonia californica,57165,Danthonia californica,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Danthonioideae,Danthonieae,Danthonia,californica,ssi,Grassy ridges and bluffs.,,,,COMP-SaltSpring:214
Danthonia intermedia,76604,Danthonia intermedia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Danthonioideae,Danthonieae,Danthonia,intermedia,ssi,"Reginald Hill, Saltspring Island. Saltspring HRL location verified HJ",,,,COMP-SaltSpring:215
Daphne laureola,127391,Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,ssi,Spreading into mesic forest,,,,COMP-SaltSpring:216
Datura stramonium,55854,Datura stramonium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Solanaceae,Solanoideae,Datureae,Datura,stramonium,ssi,HJ Waste ground Fulford Valley,,,,COMP-SaltSpring:217
Daucus carota,76610,Daucus carota,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Daucus,carota,ssi,"Roadsides, cultivated ground, meadows.",,,,COMP-SaltSpring:218
Daucus pusillus,56726,Daucus pusillus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Daucus,pusillus,ssi,"Dry, open places, grassy bluffs.",,,,COMP-SaltSpring:219
Consolida ajacis,76430,Delphinium ajacis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Delphinieae,Consolida,ajacis,ssi,Escaping into waste areas. No collections.,,,,COMP-SaltSpring:220
Delphinium menziesii,153479,Delphinium menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Delphinieae,Delphinium,menziesii,ssi,"Coastal bluffs, grassy meadows, and wooded dry places. TRA Mouat Point, Ganges",,,,COMP-SaltSpring:221
Deschampsia danthonioides,57164,Deschampsia danthonioides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Deschampsia,danthonioides,ssi,Calder & MacKay Isabella Point 1961,,,,COMP-SaltSpring:222
Deschampsia elongata,52722,Deschampsia elongata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Deschampsia,elongata,ssi,"Roadside, disturbed and waste ground.",,,,COMP-SaltSpring:223
Dianthus deltoides,76647,Dianthus deltoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Dianthus,deltoides,ssi,"TRA Ganges 1957, Wilson Ganges 1960.",,,,COMP-SaltSpring:224
Dicentra formosa,51048,Dicentra formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,,Dicentra,formosa,ssi,"Moist roadside, Blackburn Road. HJ,TRA,RDB.",,,,COMP-SaltSpring:225
Dichanthelium scribnerianum,1412639,Dichanthelium oligosanthes ssp. scribnerianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Dichanthelium,scribnerianum,ssi,HJ Reginald Hill 2003.,,,,COMP-SaltSpring:226
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,ssi,"Roadsides, waste places, logged ground.",,,,COMP-SaltSpring:227
Dipsacus fullonum,56002,Dipsacus fullonum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Dipsacoideae,,Dipsacus,fullonum,ssi,HJ Burgoyne Valley roadside ditches 1981. Rainbow Road and Booth Canal obs 1982.,,,,COMP-SaltSpring:228
Distichlis spicata,58372,Distichlis spicata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Chloridoideae,Cynodonteae,Distichlis,spicata,ssi,Shoreline and strand.,,,,COMP-SaltSpring:229
Primula hendersonii,487175,Dodecatheon hendersonii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,hendersonii,ssi,"TRA Fulford, HJ Mt Tuam, Mt Maxwell.",,,,COMP-SaltSpring:230
Primula pauciflora macrocarpa,966142,Dodecatheon pulchellum var. macrocarpum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,pauciflora,ssi,"TRA Fernwood 1958, RDB Mt Belcher 1971, Hardy Chain Islands 1949,",,,,COMP-SaltSpring:231
Doronicum pardalianches,61521,Doronicum pardalianches,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Doronicum,pardalianches,ssi,HJ Fulford 1980.,,,,COMP-SaltSpring:232
Draba verna,55823,Draba verna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Arabideae,Draba,verna,ssi,"Dry waste ground, roadsides,",,,,COMP-SaltSpring:233
Drosera rotundifolia,52658,Drosera rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Droseraceae,,,Drosera,rotundifolia,ssi,"TRA Cranberry Bog, HJ Lake on Mt Bruce 1975.",,,,COMP-SaltSpring:234
Drymocallis glandulosa,76716,Drymocallis glandulosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Drymocallis,glandulosa,ssi,"Base of Mt Maxwell cliffs, HJ 1996.",,,,COMP-SaltSpring:235
Dryopteris carthusiana,82564,Dryopteris carthusiana,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,carthusiana,ssi,TRA 1955. Location North Saltspring no detail.,,,,COMP-SaltSpring:236
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,ssi,"Occasional shady, moist woods on decaying wood.",,,,COMP-SaltSpring:237
Dulichium arundinaceum,76745,Dulichium arundinaceum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Dulichieae,Dulichium,arundinaceum,ssi,"Cusheon Lake, Weston Lake. Boggy lake shores Mt Bruce.",,,,COMP-SaltSpring:238
Echinochloa crus-galli,60283,Echinochloa crus-galli,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Echinochloa,crus-galli,ssi,Boat ramp Blackburn Lake HJ 2000.,,,,COMP-SaltSpring:239
Echium vulgare,56174,Echium vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Boraginoideae,Lithospermeae,Echium,vulgare,ssi,HJ Pasture and stock fields Walker Hook area 1979.,,,,COMP-SaltSpring:240
Eleocharis palustris,1419558,Eleocharis palustris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,palustris,ssi,"Shallow standing water, pond and lakes.",,,,COMP-SaltSpring:241
Elodea canadensis,76793,Elodea canadensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Hydrocharitaceae,,,Elodea,canadensis,ssi,"Occasional in ponds and sluggish waters. Farm ponds. St Mary Lake, Cusheon Lake.",,,,COMP-SaltSpring:242
Elymus glaucus,52791,Elymus glaucus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,ssi,Open woods and dry hillside throughout.,,,,COMP-SaltSpring:243
Elymus repens,60284,Elymus repens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,repens,ssi,Fields and waste places.,,,,COMP-SaltSpring:244
Epilobium brachycarpum,52971,Epilobium brachycarpum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,brachycarpum,ssi,"Roadsides, grassy bluffs.",,,,COMP-SaltSpring:245
Epilobium ciliatum,53050,Epilobium ciliatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,ciliatum,ssi,"Wet meadows, fens, wet land edges.",,,,COMP-SaltSpring:246
Epilobium minutum,57150,Epilobium minutum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,minutum,ssi,"Grassy bluffs, ledges and banks. Straley Beddis Road 1991.",,,,COMP-SaltSpring:247
Epilobium palustre,76841,Epilobium palustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,palustre,ssi,collector? location?,,,,COMP-SaltSpring:248
Epipactis helleborine,50717,Epipactis helleborine,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Neottieae,Epipactis,helleborine,ssi,D.L. Thompson Lepage Road 2020. Several locations iNaturalist.,,,,COMP-SaltSpring:249
Equisetum arvense,52724,Equisetum arvense,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,arvense,ssi,common throughout,,,,COMP-SaltSpring:250
Equisetum hyemale affine,53910,Equisetum hyemale ssp. affine,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,hyemale,ssi,Common throughout shady edges of wetlands,,,,COMP-SaltSpring:251
Equisetum telmateia braunii,57032,Equisetum telmateia ssp. braunii,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,telmateia,ssi,Widespread lowland wetlands and ditches.,,,,COMP-SaltSpring:252
Erigeron philadelphicus,67820,Erigeron philadelphicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Erigeron,philadelphicus,ssi,"WAN 1921, TRA Fulford, Ganges 1959",,,,COMP-SaltSpring:253
Eriophorum chamissonis,162678,Eriophorum chamissonis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,chamissonis,ssi,"Boggy lake shore, Mt Bruce.",,,,COMP-SaltSpring:254
Eriophyllum lanatum leucophyllum,240700,Eriophyllum lanatum var. leucophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Eriophyllum,lanatum,ssi,Grassy bluffs and ledges.,,,,COMP-SaltSpring:255
Erodium cicutarium,47687,Erodium cicutarium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,cicutarium,ssi,Disturbed ground.,,,,COMP-SaltSpring:256
Erysimum cheiranthoides,77068,Erysimum cheiranthoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Erysimeae,Erysimum,cheiranthoides,ssi,"TRA Mt Maxwell, ICS Churchill Road",,,,COMP-SaltSpring:257
Erythranthe alsinoides,771843,Erythranthe alsinoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,alsinoides,ssi,Grassy bluffs and ledges.,,,,COMP-SaltSpring:258
Erythranthe guttata,470643,Erythranthe guttata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,guttata,ssi,"Seepy spots on grassy bluffs, occasionally roadside ditches.",,,,COMP-SaltSpring:259
Erythranthe moschata,453644,Erythranthe moschata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,moschata,ssi,"Ponds, ditches with standing water.",,,,COMP-SaltSpring:260
Erythranthe nasuta,545973,Erythranthe nasuta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,nasuta,ssi,Benedict end of Isabella Road 1990.,,,,COMP-SaltSpring:261
Erythranthe ptilota,771908,Erythranthe ptilota,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,ptilota,ssi,TRA Booth Canal 1955.,,,,COMP-SaltSpring:262
Erythranthe sookensis,865336,Erythranthe sookensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,sookensis,ssi,GD 5.5 km SE of Ganges 1976.,not in FPNW2,,,COMP-SaltSpring:263
Erythronium oregonum,59520,Erythronium oregonum ssp. oregonum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,oregonum,ssi,"Grassy shorelines and points, rarely away from salt water.",,,,COMP-SaltSpring:264
Eschscholzia californica californica,48224,Eschscholzia californica ssp. californica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,,Eschscholzia,californica,ssi,Roadsides and waste ground.,,,,COMP-SaltSpring:265
Euphorbia cyparissias,55766,Euphorbia cyparissias,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,cyparissias,ssi,location?,,,,COMP-SaltSpring:266
Euphorbia peplus,57036,Euphorbia peplus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,peplus,ssi,"Gardens, flower beds, waste land.",,,,COMP-SaltSpring:267
Fallopia convolvulus,77129,Fallopia convolvulus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Fallopia,convolvulus,ssi,"Gardens, waste ground, disturbed ground.",,,,COMP-SaltSpring:268
Reynoutria japonica,914922,Fallopia japonica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,japonica,ssi,Thompson downtown Fulford 2020. iNaturalist report.,,,,COMP-SaltSpring:269
Festuca occidentalis,59091,Festuca occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,occidentalis,ssi,"Shady, moss-floored forest, common.",,,,COMP-SaltSpring:270
Festuca roemeri,162962,Festuca roemeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,roemeri,ssi,Grassy bluffs.,,,,COMP-SaltSpring:271
Festuca rubra,61061,Festuca rubra,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,rubra,ssi,Grassy bluffs and hillsides throughout.,,,,COMP-SaltSpring:272
Festuca subulata,77145,Festuca subulata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subulata,ssi,"Moist, shady forest throughout.",,,,COMP-SaltSpring:273
Festuca subuliflora,77146,Festuca subuliflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,ssi,Dry Douglas Fir forest throughout.,,,,COMP-SaltSpring:274
Filago arvensis,634692,Filago arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,arvensis,ssi,"Clement Musgrave Road 1979,",,,,COMP-SaltSpring:275
Filago pyramidata,889195,Filago pyramidata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,pyramidata,ssi,TRA 1957.Hardy 1957 also. Locations? Id?,,,,COMP-SaltSpring:276
Foeniculum vulgare,53052,Foeniculum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Apieae,Foeniculum,vulgare,ssi,Caldwell Vesuvius 1974.,,,,COMP-SaltSpring:277
Fragaria × ananassa,55366,Fragaria ananassa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,,ssi,TRA Fernwood 1955.,,,,COMP-SaltSpring:278
Fragaria chiloensis,55367,Fragaria chiloensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,chiloensis,ssi,HJ Mt Maxwell 1982. TRA Fernwood.,,,,COMP-SaltSpring:279
Fragaria vesca californica,61095,Fragaria vesca ssp. californica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,vesca,ssi,"Wooded areas, streambanks, and open grassland; common throughout.",,,,COMP-SaltSpring:280
Fragaria virginiana glauca,117496,Fragaria virginiana ssp. glauca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,virginiana,ssi,"HJ Isabella Islets 1996, ICS Mt Maxwell, TRA Fernwood.",,,,COMP-SaltSpring:281
Frangula purshiana,77156,Frangula purshiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rhamnaceae,,Rhamneae,Frangula,purshiana,ssi,Forest understory and margins.,,,,COMP-SaltSpring:282
Fraxinus latifolia,63878,Fraxinus latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Oleaceae,,,Fraxinus,latifolia,ssi,"Chytyk Kingfisher Cove on shell miden 2012. Penn Fulford 1996,",,,,COMP-SaltSpring:283
Fritillaria affinis,50618,Fritillaria affinis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,affinis,ssi,"Grassy ridges, points usually near salt water.",,,,COMP-SaltSpring:284
Fritillaria camschatcensis,128770,Fritillaria camschatcensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,camschatcensis,ssi,"Goat Island, Ganges harbour TRA 1957.",,,,COMP-SaltSpring:285
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,ssi,"Lowland disturbed forest, woodland.",,,,COMP-SaltSpring:286
Galium mollugo,77206,Galium mollugo,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,mollugo,ssi,HJ edge of field near Ganges 1980.,,,,COMP-SaltSpring:287
Galium odoratum,56065,Galium odoratum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,odoratum,ssi,"FL Grassy roadside, under shrubby border, planted with trees along seashore Fulford 1996.",,,,COMP-SaltSpring:288
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,ssi,"Fens, ponds, quiet standing water.",,,,COMP-SaltSpring:289
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,ssi,Open mesic forest.,,,,COMP-SaltSpring:290
Gamochaeta ustulata,77224,Gamochaeta ustulata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Gamochaeta,ustulata,ssi,"Roadside vernal pools, disturbed ground.",,,,COMP-SaltSpring:291
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,ssi,Mesic upland forest.,,,,COMP-SaltSpring:292
Geranium bicknellii,77251,Geranium bicknellii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,bicknellii,ssi,ICS location? MCM collection?,,,,COMP-SaltSpring:293
Geranium carolinianum,58917,Geranium carolinianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,carolinianum,ssi,"Dry roadsides, dirt roads. HJ Deadman Islet 1996.",,,,COMP-SaltSpring:294
Geranium lucidum,77255,Geranium lucidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,lucidum,ssi,"FL North Beach Rd, grassy roadside 2010. First BC record of this invasive species.",,,,COMP-SaltSpring:295
Geranium molle,1178020,Geranium molle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,molle,ssi,"Roadside, lawns, waste places, open grassy bluffs",,,,COMP-SaltSpring:296
