Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Stomotoca atra,"L. Agassiz, 1862",hanging stomach jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-07-07,Karolle Wall,http://www.inaturalist.org/observations/4052412,https://static.inaturalist.org/photos/4799454/medium.jpg?1473208629,,255140,
Polyorchis penicillatus,"(Eschscholtz, 1829)",red-eye medusa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Polyorchidae,,unlisted,unlisted,confirmed,observed,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,2010-07-09,Karolle Wall,http://www.inaturalist.org/observations/3680720,https://static.inaturalist.org/photos/4265999/medium.jpg?1468556167,,51640,
Similiclava nivea,"Gmelin, 1791",white hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Similiclavidae,,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Stylantheca papillosa,"Fisher, 1931",encrusting hydrocoral,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Stylasteridae,,unlisted,unlisted,reported,unobserved,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Ectopleura crocea,"(Agassiz, 1862)",bushy pink-mouth hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,unlisted,unlisted,reported,unobserved,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Pinauay crocea,,
Ectopleura marina,"(Torrey, 1902)",solitary pink-mouth hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Pinauay marina,,
Tubularia indivisa,"Linnaeus, 1758",giant pink-mouth hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,unlisted,unlisted,reported,unobserved,2008-03-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Aequorea victoria s.lat.,,water jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Aequoreidae,,unlisted,unlisted,confirmed,observed,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-30,Karolle Wall,https://www.inaturalist.org/observations/7647290,https://static.inaturalist.org/photos/10005489/medium.jpg?1503684773,,325995,"Andy et al. report Aequorea sp.; Wyatt Patry, Senior Aquarist at the Monterey Bay Aquarium, reports: ""A. victoria is your native species, was named nearby; A. forskalea is native to Europe or the East Coast... A recent molecular analysis of all the Aequorea on the west coast showed they all belonged to a 'victoria' clade with many potential species/sub-species within."""
Aglaophenia sp.,,ostrich-plume hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Aglaopheniidae,,unlisted,unlisted,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Clytia gregaria,"(A. Agassiz, 1862)",gregarious jellyfish,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Obelia sp.,,wine-glass hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,unlisted,unlisted,reported,unobserved,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Orthopyxis sp.,,spider web hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Rhizocaulus verticillatus,"(Linnaeus, 1758)",horse-tail hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,unlisted,unlisted,reported,unobserved,2008-03-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Eutonina indicans,"(Romanes, 1876)",aggregating jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Eirenidae,,unlisted,unlisted,reported,unobserved,1996-05-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Halecium beani,"(Johnston, 1838)",candalabrum hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Haleciidae,,unlisted,unlisted,reported,unobserved,2010-04-18,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Halecium densum,"Calkins, 1899",dense bushy hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Haleciidae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Grammaria sp.,,spindly embedded hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Lafoeidae,,unlisted,unlisted,reported,unobserved,2009-04-13,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Lafoea dumosa,"(Fleming, 1820)",muff hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Lafoeidae,,unlisted,unlisted,reported,unobserved,1999-10-02,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Melicertum octocostatum,"(M. Sars, 1835)",eight-strand jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Melicertidae,,unlisted,unlisted,confirmed,observed,2009-04-13,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Joan Septembre,https://www.inaturalist.org/observations/24771932,https://static.inaturalist.org/photos/38309553/medium.jpeg?1557292667,,550154,
Mitrocoma cellularia,"(A. Agassiz, 1865)",cross jellyfish,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Mitrocomidae,,unlisted,unlisted,reported,unobserved,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Plumularia setacea,"(Linnaeus, 1758)",glassy plume hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Plumularia sp.,,delicate plume hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Abietinaria greenei,"(Murray, 1860)",fibre-optic hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,unlisted,unlisted,reported,observed,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Abietinaria sp.,,coarse sea fir hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,unlisted,unlisted,reported,observed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Hydrallmania franciscana,"Nutting, 1899",loose spiral hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Selaginopsis sp.,,fish-bone hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Thuiaria sp.,,embedded sea fir hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,unlisted,unlisted,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Thuiaria thuja,"(Linnaeus, 1758)",bottlebrush hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,unlisted,unlisted,reported,unobserved,2002-03-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Gonionemus vertens,"A. Agassiz, 1862",,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Limnomedusae,,,Olindiasidae,,unlisted,unlisted,new 2016,observed,,,,,,2013-07-07,Karolle Wall,http://www.inaturalist.org/observations/3706321,https://static.inaturalist.org/photos/4303982/medium.jpg?1468970048,,501046,
Aegina citrea,"Eschscholtz, 1829",four tentacled jelly,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Aeginidae,,unlisted,unlisted,reported,observed,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Solmissus sp.,,scalloped jelly,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Cuninidae,,unlisted,unlisted,reported,unobserved,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Nanomia bijuga,"(delle Chiaje, 1841)",tailed jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Siphonophorae,Physonectae,,Agalmatidae,,unlisted,unlisted,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,2014-09-18,Karolle Wall,http://www.inaturalist.org/observations/4052157,https://static.inaturalist.org/photos/4799064/medium.jpg?1473207025,,506580,
Muggiaea sp.,,dwarf tailed jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Siphonophorae,Calycophorae,,Diphyidae,Diphyinae,unlisted,unlisted,reported,unobserved,2009-04-11,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cyanea ferruginea,"Eschscholtz, 1929",lion's mane,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Cyaneidae,,unlisted,unlisted,confirmed,observed,1999-10-02,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Karolle Wall,https://www.inaturalist.org/observations/3680731,https://static.inaturalist.org/photos/4266035/original.jpg?1468556554,reported as Cyanea capillata,786996,
Chrysaora fuscescens,"Brandt, 1835",Pacific sea nettle,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Pelagiidae,,unlisted,unlisted,new 2016,observed,,,,,,2010-04-30,Karolle Wall,http://www.inaturalist.org/observations/4028779,https://static.inaturalist.org/photos/4762765/medium.jpg?1472950964,,48479,
Aurelia labiata,"Chamisso & Eysenhardt, 1821",moon jelly,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Ulmaridae,,unlisted,unlisted,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,2015-06-21,Karolle Wall,http://www.inaturalist.org/observations/3706338,https://static.inaturalist.org/photos/4303997/large.jpg?1468970481,,48328,
Phacellophora camtschatica,"Brandt, 1838",egg-yolk jelly,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Ulmaridae,,unlisted,unlisted,confirmed,observed,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,2016-06-14,Karolle Wall,http://www.inaturalist.org/observations/3680726,https://static.inaturalist.org/photos/4266015/medium.jpg?1468556388,,52966,
Beroe sp.,,transluscent comb jelly,Animalia,Ctenophora,,,Nuda,,,Beroida,,,Beroidae,,unlisted,unlisted,reported,unobserved,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Euplokamis dunlapae,"Mills, 1988",oval sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Euplokamidae,,unlisted,unlisted,reported,unobserved,1995-02-25,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Pleurobrachia bachei,"A. Agassiz, 1860",sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Pleurobrachiidae,,unlisted,unlisted,confirmed,observed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,2011-05-17,Karolle Wall,http://www.inaturalist.org/observations/4028653,https://static.inaturalist.org/photos/4762549/medium.jpg?1472949886,,117705,
Bolinopsis infundibulum,"(O.F. Môller, 1776)",lobed sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Lobata,,,Bolinopsidae,,unlisted,unlisted,confirmed,observed,1996-05-29,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976644,https://static.inaturalist.org/photos/3420886/medium.jpg?1461100454,,492705,
Evasterias troschelii,"(Stimpson, 1862)",mottled star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,confirmed,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763504,https://static.inaturalist.org/photos/3127800/medium.jpg?1457578895,,84265,
Leptasterias hexactis,"(Stimpson, 1862)",colourful six-armed star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,reported,unobserved,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,reported as Leptasterias aequalis species complex
Leptasterias sp.,,,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,new 2016,observed,,,,,,2014-05-01,Chessi Miltner,http://www.inaturalist.org/observations/3598530,https://static.inaturalist.org/photos/4166055/medium.jpg?1467509066,,117697,remove 
Orthasterias koehleri,"(de Loriol, 1897)",rainbow star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854085,https://static.inaturalist.org/photos/3255923/medium.jpg?1459375132,,47669,
Pisaster brevispinus,"(Stimpson, 1857)",giant pink star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763412,https://static.inaturalist.org/photos/3127654/medium.jpg?1457577558,,49539,
Pisaster ochraceus,"(Brandt, 1835)",ochre star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Bridgit Spencer,http://www.inaturalist.org/observations/2423347,https://static.inaturalist.org/photos/2698246/medium.JPG?1448421054,,49699,
Pycnopodia helianthoides,"(Brandt, 1835)",sunflower star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976203,https://static.inaturalist.org/photos/3420432/medium.jpg?1461098801,,47673,
Stylasterias forreri,"(de Loriol, 1887)",velcro star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,unlisted,unlisted,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Luidia foliolata,"Grube, 1866",sand star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Paxillosida,,,Luidiidae,,unlisted,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,977-00454-001,1898300918,,,,,,,
Henricia aspera,"Fisher, 1906",ridged blood star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,unlisted,unlisted,reported,unobserved,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Henricia leviuscula complex,"(Stimpson, 1857)",Pacific blood star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,unlisted,unlisted,confirmed,observed,1973-09-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797268,https://static.inaturalist.org/photos/3175019/medium.jpg?1458269907,,47664,"Roger Clarke and Doug Ernisse are currently involved in a major taxonomic re-assessment of this ""species""; it appears that it is at least a complex but likely a number of species will be ""hived off; If you have a copy of Beneath Pacific Tides, Greg Jensen has a nice short summary; suggest ""blood stars Henricia leviuscula species complex""."
Henricia sanguinolenta,"(O.F. Môller, 1776)",fat blood star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,unlisted,unlisted,confirmed,observed,2009-10-10,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854681,https://static.inaturalist.org/photos/3256753/medium.jpg?1459380317,,62364,
Dermasterias imbricata,"(Grube, 1857)",leather star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Poraniidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-02-12,Lauren Magner,http://www.inaturalist.org/observations/2565768,https://static.inaturalist.org/photos/2859772/medium.JPG?1452301706,,63382,
Pteraster tesselatus,"Ives, 1888",slime star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Pterasteridae,,unlisted,unlisted,confirmed,observed,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975879,https://static.inaturalist.org/photos/3419976/medium.jpg?1461096883,,194701,
Solaster stimpsoni,"Verrill, 1880",striped sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Solasteridae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854839,https://static.inaturalist.org/photos/3256951/medium.jpg?1459382364,,208013,
Patiria miniata,"(Brandt, 1835)",bat star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Asterinidae,,unlisted,unlisted,reported,unobserved,,,RBCM,976-01146-010,1898305169,,,,,,48830,collector name and date missing from GBIF dataset; review voucher specimen
Hippasteria phrygiana,"Verrill, 1909",spiny red star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Goniasteridae,Hippasterinae,unlisted,unlisted,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Mediaster aequalis,"Stimpson, 1857",vermilion star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Goniasteridae,Mediasterinae,unlisted,unlisted,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Crossaster papposus,"(Linnaeus, 1767)",rose star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,unlisted,unlisted,reported,unobserved,1973-06-14,Philip Lambert,RBCM,973-00137-010,1898297964,,,,,,,
Solaster dawsoni,"Verrill, 1880",morning sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,unlisted,unlisted,reported,unobserved,,,RBCM,976-01146-012,1898264650,,,,,,,collector name and date missing from GBIF dataset
Solaster endeca,"(Linnaeus, 1771)",northern sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,unlisted,unlisted,reported,unobserved,1999-05-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Florometra serratissima,"A.H. Clark, 1907",feather star,Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,Antedonoidea,Antedonidae,Heliometrinae,unlisted,unlisted,confirmed,observed,1960-06-21,Dan Quayle,RBCM,009-00308-001,1898303669,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854130,https://static.inaturalist.org/photos/3255965/medium.jpg?1459375515,,195902,
Mesocentrotus franciscanus,"(A. Agassiz, 1863)",red sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763458,https://static.inaturalist.org/photos/3127729/medium.jpg?1457578193,,49126,
Strongylocentrotus droebachiensis,"(O.F. Môller, 1776)",green sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,unlisted,unlisted,confirmed,observed,,,RBCM,986-00191-021,,2018-08-11,Samantha Fulgham,https://www.inaturalist.org/observations/18992768,https://static.inaturalist.org/photos/29122441/original.jpeg?1544683642,,120070,missing RBCM metadata; record not included in GBIF dataset
Strongylocentrotus pallidus,"(G.O. Sars, 1871)",white sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,unlisted,unlisted,reported,unobserved,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Strongylocentrotus fragilis ,"Jackson, 1912",fragile pink urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea ,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae ,,unlisted,unlisted,reported,unobserved,1991-07-30,Kelly Sendall,RBCM,986-00191-013,,,,,,,,record not included in GBIF dataset
Strongylocentrotus purpuratus,"(Stimpson, 1857)",purple urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea ,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae ,,unlisted,unlisted,reported,unobserved,1986-04-08,BC Hydro crew,RBCM,986-00191-012,,,,,,,,record not included in GBIF dataset
Dendraster excentricus,"(Eschscholtz, 1831)",eccentric sand dollar,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Neognathostomata,Clypeasteroida,Scutellina,Scutelloidea,Dendrasteridae,,unlisted,unlisted,confirmed,observed,1964-12-07,,RBCM,976-01146-014,1898270561,2018-05-22,Karolle Wall,https://www.inaturalist.org/observations/12744158,https://static.inaturalist.org/photos/18461407/medium.jpg?1527097132,,117696,no collector name listed in GBIF dataset
Leptosynapta transgressor,"Heding, 1928",subtidal burrowing sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,,,Apodida,,,Synaptidae,,unlisted,unlisted,reported,unobserved,2013-10-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cucumaria miniata,"(Brandt, 1835)",red sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,,,Dendrochirotida,,,Cucumariidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-06-06,Chessi Miltner,http://www.inaturalist.org/observations/3598651,https://static.inaturalist.org/photos/4166262/medium.jpg?1467510689,,117695,
