Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Super-class,Class,Sub-class,Super-order,Order,Sub-order,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documented,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,First Documented,Documenter,iNaturalist Link,iNaturalist photo,Notes,ID,Stats Code,
Ecliptopera silaceata,Denis & Schiffermüller,small phoenix,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-07-26,benkeen,https://www.inaturalist.org/observations/29578984,https://static.inaturalist.org/photos/46170681/medium.jpeg?1564156730,,205202,,
Ectropis crepuscularia,Denis & Schiffermüller,small engrailed,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),confirmed,documented,1937-03-30,unrecorded online,RBCM,ENT991-127514,2018-03-30,elsemikkelsen,https://www.inaturalist.org/observations/20517128,https://static.inaturalist.org/photos/31668869/medium.jpg?1550697745,,143009,,
Edwardsiana commissuralis,Stål,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,,not in CDC records,new 2018,documented,,,,,2018-06-07,fmgee,https://www.inaturalist.org/observations/13712384,https://static.inaturalist.org/photos/20200890/medium.jpeg?1529784699,,484753,,
Egira crucialis,Harvey,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2015,documented,,,,,2015-05-01,elsemikkelsen,https://www.inaturalist.org/observations/19615760,https://static.inaturalist.org/photos/30201733/medium.jpg?1547395925,,345709,,
Egira perlubens,Grote,brown woodling,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017) ,new 2015,documented,,,,,2019-04-04,benkeen,https://www.inaturalist.org/observations/22010364,https://static.inaturalist.org/photos/34117835/medium.jpg?1554438227,,347250,,
Egira simplex,Walker,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-04-27,benkeen,https://www.inaturalist.org/observations/23565314,https://static.inaturalist.org/photos/36489340/medium.jpg?1556425343,,218903,,
Elasmostethus cruciatus,(Say),red-cross shield bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,,not in CDC records,confirmed,documented,1983-03-12,Karen McNeill,UBC,SEM-UBC HET-1820,2018-03-31,judithofsquamish,https://www.inaturalist.org/observations/9235983,https://static.inaturalist.org/photos/12500697/medium.jpg?1513982460,,130508,,
Elasmucha lateralis,(Say),shield bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,,not in CDC records,reported,undocumented,1984-05-27,B. Harrison,UBC,SEM-UBC HET-6125,,,,,,325588,,
Enallagma annexum,Hagen,northern bluet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,Native,S5 (2015),reported,undocumented,1996-07-07,unrecorded online,RBCM,ENT001-003449,,,,,historical record Bowen Island Crippen Regional Park; E side Killarney Lake,99889,,
Enallagma carunculatum,Morse,tule bluet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,Native,S5 (2015),reported,undocumented,1996-07-07,unrecorded online,RBCM,ENT001-003393,,,,,historical record Bowen Island ,99895,,
Ellychnia corrusca  ,(Linnaeus),winter firefly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Native,SNR,reported,undocumented,1984-05-29,B. Harrison,UBC,SEM-UBC COL-31680,,,,,,125627,,
Ellychnia facula,LeConte,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,,Native,SNR,reported,undocumented,1965-05-24,G.J. Spencer,UBC,SEM-UBC COL-31809,,,,,,334498,,
Ellychnia hatchi,Fender,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Native,SNR,confirmed,documented,1984-07-02,B. Harrison,UBC,SEM-UBC COL-31826,2019-04-21,judithofsquamish,https://www.inaturalist.org/observations/22891757,https://static.inaturalist.org/photos/35483551/medium.jpeg?1555953722,,320483,,
Elophila icciusalis,Walker,pondside pyralid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Acentropinae,Native,SNR (2017),new 2019,undocumented,,,,,2019-06-30,benkeen,https://www.inaturalist.org/observations/27969736,https://static.inaturalist.org/photos/43567723/medium.jpeg?1561941716,,201344,,
Emmelina monodactyla,L.,morning-glory plume moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Native,SNR (2017) ,new 2018,undocumented,,,,,2018-05-11,thuja,https://www.inaturalist.org/observations/12407895,https://static.inaturalist.org/photos/17886649/medium.jpeg?1526192560,,127431,,
Enallagma boreale,Selys,boreal bluet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,Native,S5 (2015),confirmed,documented,1976-05-18,R.A. Cannings,UBC,SEM-UBC ODO-0644,2019-07-23,judithofsquamish,https://www.inaturalist.org/observations/29448879,https://static.inaturalist.org/photos/45959943/medium.jpeg?1563984104,,99893,,
Enallagma carunculatum,Morse,tule bluet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,Native,S5 (2015) ,new 2018,documented,,,,,2018-09-07,judithofsquamish,https://www.inaturalist.org/observations/16345213,https://static.inaturalist.org/photos/24567385/medium.jpeg?1536468100,,99895,,
Enallagma cyathigerum,(Charpentier),common blue damselfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota, ,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae, ,Native,S5 (2015),reported,undocumented,1983-07-31,S. Roser-Hosch,UBC,SEM-UBC ODO-3585,,,,,,99901,,
Endrosis sarcitrella,L.,white-shouldered house moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Oecophoridae,Oecophorinae,Exotic,SNA (2017),new 2019,documented,,,,,2019-05-27,benkeen,https://www.inaturalist.org/observations/25929923,https://static.inaturalist.org/photos/40219501/medium.jpeg?1559027278,,205758,,
Enicospilus purgatus,Say,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ophioninae,,not in CDC records,new 2012,documented,,,,,2012-04-15,judithofsquamish,https://www.inaturalist.org/observations/32627106,https://static.inaturalist.org/photos/51189693/medium.jpg?1568348870,,180355,,
Ennominae,,a subfamily of geometer moths,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,n/a,new 2019,documented,,,,,2019-06-28,benkeen,https://www.inaturalist.org/observations/27851475,https://static.inaturalist.org/photos/43377089/medium.jpeg?1561781438,,123033,,
Enypia packardata,Taylor,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),confirmed,documented,1934-08-26,unrecorded online,RBCM,ENT991-084230,2014-07-25,elsemikkelsen,https://www.inaturalist.org/observations/9179338,https://static.inaturalist.org/photos/12421488/medium.png?1513531716,historical record West Vancouver,452671,,
Epargyreus clarus,Cramer,silverspotted skipper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,Native,S3 (2013) ,reported,undocumented,1933-08-02,unrecorded online,RBCM,ENT991-081017,,,,,historical record Bowen Island; Hood Point,81559,,
Ephestiodes gilvescentella,Ragonot,dusky raisin moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Native,SNR (2017) ,new 2019,documented,,,,,2019-06-27,benkeen,https://www.inaturalist.org/observations/27791724,https://static.inaturalist.org/photos/43278943/medium.jpeg?1561689662,,219286,,
Epinotia johnsonana,Kearfott,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Native,SNR (2017) ,new 2019,documented,,,,,2019-08-07,benkeen,https://www.inaturalist.org/observations/30408529,https://static.inaturalist.org/photos/47509610/medium.jpeg?1565242866,,361103,,
Epirrhoe alternata,O.F.Muller,white-banded toothed carpet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017),new 2014,documented,,,,,2014-07-24,elsemikkelsen,https://www.inaturalist.org/observations/9179376,https://static.inaturalist.org/photos/12421510/medium.png?1513531813,,127618,,
Epirrita autumnata,Borkhausen,Autumnal moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-09-30,benkeen,https://www.inaturalist.org/observations/33650539,https://static.inaturalist.org/photos/52873759/medium.jpeg?1569856154,,173571,,
Epistrophe grossulariae,(Meigen),black-horned smoothtail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota, ,Diptera,Brachycera,,Syrphidae,Syrphinae,,not in CDC records,reported,undocumented,1996-09-06,not online,UBC,SEM-UBC SYR-0929,,,,,,322356,,
Epitheca sp.,Burmeister,baskettails,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Corduliidae,,,just 2 spp in CDC records,new 2019,documented,,,,,2019-05-28,benkeen,https://www.inaturalist.org/observations/25944030,https://static.inaturalist.org/photos/40241011/medium.jpeg?1559057260,,88207,,
Eriocampa ovata,(Linnaeus),alder sawfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinidoidea,Tenthredinidae,Allantinae,,not in CDC records,reported,undocumented,1977-06-17,G.G.E. Scudder,UBC,SEM-UBC HYM-11831,,,,,,418164,,
Eristalis tenax,L.,common drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,not in CDC records,confirmed,documented,1936-09-19,G.H. Larnder,UBC,SEM-UBC SYR-1837,2014-07-26,elsemikkelsen,https://www.inaturalist.org/observations/9231392,https://static.inaturalist.org/photos/12493658/medium.jpg?1513929122,,55719,,
Eronyxa pallida,(Motschulsky),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Trogossitidae,Lophocaterinae,Native,S4S5 (2017),reported,undocumented,1961-06-18,G.J. Spencer,UBC,SEM-UBC COL-20313,,,,,,458141,,
Etorofus obliteratus,Haldeman,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,not in CDC records,confirmed,documented,1970-07-18,G.G.E. Scudder,UBC,SEM-UBC COL-07174,2019-06-05,judithofsquamish,https://www.inaturalist.org/observations/26476242,https://static.inaturalist.org/photos/41116913/medium.jpeg?1559791036,historical record Leptura obliterata obliterata,908602,,
Eucalliphora latifrons,(Hough),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota, ,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,,not in CDC records,reported,undocumented,1961-04-19,G.J. Spencer,UBC,SEM-UBC CAL-0755,,,,,,449171,,
Eucapnopsis brevicauda,Claassen,shorttailed snowfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,Native,S4S5 (2017),reported,undocumented,1982-05-15,S.G. Cannings,UBC,SEM-UBC PLE-0016,,,,,,219616,,
Eucosmini,,a tribe of Tortrix moths,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,n/a,new 2019,documented,,,,,2019-06-27,benkeen,https://www.inaturalist.org/observations/27793938,https://static.inaturalist.org/photos/43282502/medium.jpeg?1561693279,,124232,,
Eudioctria sackeni,Williston,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Dioctriinae,Native,S5 (2019),new 2017,documented,,,,,2017-07-06,elsemikkelsen,https://www.inaturalist.org/observations/7425969,https://static.inaturalist.org/photos/9649757/medium.jpg?1502312582,,498423,,
Eudonia commortalis,Dyar,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,Native,SNR (2017),new 2014,documented,,,,,2014-07-27,elsemikkelsen,https://www.inaturalist.org/observations/9223814,https://static.inaturalist.org/photos/12481514/medium.jpg?1513844720,,415338,,
Eudonia echo,Dyar,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae, ,SNR (2017),new 2014,documented,,,,,2014-07-27,elsemikkelsen,https://www.inaturalist.org/observations/9223539,https://static.inaturalist.org/photos/12480848/medium.jpg?1513840138,,417081,,
Eudonia rectilinea,Zeller,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,Native,SNR (2017),new 204,documented,,,,,2014-07-27,elsemikkelsen,https://www.inaturalist.org/observations/9223989,https://static.inaturalist.org/photos/12481754/medium.jpg?1513848238,,219716,,
Eulithis destinata harveyata,Moschler,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017) for species,reported,undocumented,1936-09-28,unrecorded online,RBCM,ENT991-104376,,,,,historical record West Vancouver,477613,,
Eulithis xylina,Hulst,northwestern phoenix moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017) ,new 2014,documented,,,,,2014-07-27,elsemikkelsen,https://www.inaturalist.org/observations/9179386,https://static.inaturalist.org/photos/12421528/medium.png?1513531899,,219752,,
Eupeodes lapponicus,(Zetterstedt),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota, ,Diptera,Brachycera, ,Syrphidae,Syrphinae,,not in CDC records,reported,undocumented,1963-03-24,G.J. Spencer,UBC,SEM-UBC SYR-0066,,,,,,355515,,
Eupeodes sp.,Osten Sacken,"aphideaters, a genus of hoverfly",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,genus not in CDC records,new 2014,documented,,,,,2014-07-26,elsemikkelsen,https://www.inaturalist.org/observations/9229511,https://static.inaturalist.org/photos/12490639/medium.jpg?1513906538,,62455,,
Euphyia intermediata,Guenée,sharp-angled carpet th,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-06-29,benkeen,https://www.inaturalist.org/observations/27946277,https://static.inaturalist.org/photos/43528760/medium.jpeg?1561919385,,120275,,
Eupithecia annulata,Hulst,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S5 (2017),new 2019,documented,,,,,2019-04-02,benkeen,https://www.inaturalist.org/observations/21937596,https://static.inaturalist.org/photos/33997249/medium.jpg?1554268605,,219788,,
Eupithecia cretaceata,Packard,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-08-01,benkeen,https://www.inaturalist.org/observations/29985689,https://static.inaturalist.org/photos/46824485/medium.jpeg?1564675529,,219800,,
Eupithecia miserulata,Grote,common Eupithecia moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,genus is in CDC records,new 2019,documented,,,,,2019-05-02,benkeen,https://www.inaturalist.org/observations/24419781,https://static.inaturalist.org/photos/37761781/medium.jpg?1556855579,,143734,,
Eupithecia unicolor,Hulst,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017),new 2018,documented,,,,,2018-09-20,benkeen,https://www.inaturalist.org/observations/16736236,https://static.inaturalist.org/photos/25256194/medium.jpg?1537493936,,357299,,
Euplexia benesimilis,McDunnough,American angle shades,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-07-04,benkeen,https://www.inaturalist.org/observations/28218903,https://static.inaturalist.org/photos/43974426/medium.jpeg?1562308234,,124179,,
Eurois occulta,L.,great brocade,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-07-25,benkeen,https://www.inaturalist.org/observations/29514428,https://static.inaturalist.org/photos/46067527/medium.jpeg?1564069604,,219856,,
Euschistus sp.,Dallas,a genus of stink bugs,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,genus not in CDC records,new 2019,documented,,,,,2019-08-09,benkeen,https://www.inaturalist.org/observations/30516296,https://static.inaturalist.org/photos/47681028/medium.jpeg?1565401019,,70076,,
Euthyatira pudens,Guenée,dogwood thyatirid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Drepanoidea,Drepanidae,Thyatirinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-05-02,benkeen,https://www.inaturalist.org/observations/24423029,https://static.inaturalist.org/photos/37767746/medium.jpg?1556860503,,219906,,
Euthyatira semicircularis,Grote,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Drepanoidea,Drepanidae,Thyatirinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-06-01,benkeen,https://www.inaturalist.org/observations/26183357,https://static.inaturalist.org/photos/40703234/medium.jpeg?1559442759,,454824,,
Euxoa vetusta,Walker,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-08-28,benkeen,https://www.inaturalist.org/observations/31713490,https://static.inaturalist.org/photos/49663647/medium.jpeg?1567058324,,452577,,
Evergestis funalis,Grote,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Glaphyriinae,Native,SNR (2017),new 2019,documented,,,,,2019-08-07,benkeen,https://www.inaturalist.org/observations/30408533,https://static.inaturalist.org/photos/47509621/medium.jpeg?1565242887,,453340,,
Exaireta spinigera,Wiedemann,garden soldier fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Stratiomyidae,Beridinae,,not in CDC records,new 2014,documented,,,,,2014-07-27,elsemikkelsen,https://www.inaturalist.org/observations/9214931,https://static.inaturalist.org/photos/12464937/medium.jpg?1513744781,,408631,,
Feralia comstocki,Grote,Comstock's sallow,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,Native,S4S5 (2017),new 2018,documented,,,,,2018-06-03,judithofsquamish,https://www.inaturalist.org/observations/16855178,https://static.inaturalist.org/photos/25453231/medium.jpeg?1537749303,,119937,,
Feralia deceptiva,McDunnough,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-03-31,benkeen,https://www.inaturalist.org/observations/21864101,https://static.inaturalist.org/photos/33872460/medium.jpg?1554095369,,452538,,
Fleutiauxellus manki,(Fall),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Elateroidea,,,,Unknown,SU (2017) ,reported,undocumented,1945-08-08,R. Stace-Smith,UBC,SEM-UBC COL-30167,,,,, ,456320,,
Forficula auricularia,L.,European earwig,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Forficuloidea,Forficulidae,Forficulinae,,not in CDC records,new 2017,documented,,,,,2017-07-16,gwenlh,https://www.inaturalist.org/observations/7084619,https://static.inaturalist.org/photos/9101466/medium.jpg?1500260569,,61524,,
Formica ravida,Creighton,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Native,S5 (2016),new 2017,documented,,,,,2017-09-05,thuja,https://www.inaturalist.org/observations/8158807,https://static.inaturalist.org/photos/10803148/medium.jpeg?1506633675,,69280,,
