Taxon,Author,Common Name,Kingdom,Phylum,Sub-phylum,Super-class,Class,Sub-class,Super-order,Order,Sub-order,Super-family,Family,Sub-family,Origin or Residency Status,Status (coloured if red or blue listed),Reporting,Documented in iNaturalist,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,LGL,First Documented,Documenter,iNaturalist Link,Notes,iNaturalist Taxon ID,Stats Code,Latitude,Longditude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limenitis lorquini ilgae,C. Guppy,"lorquin's admiral, ilgae subspecies",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,Native,S5 (2013),reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,236722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithomoia germana,Morrison,American brindle moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S3S4 (2017),new 2019,documented,,,,,,2019-09-18,benkeen,https://www.inaturalist.org/observations/32985098,,223974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithophane amanda,Smith,Amanda's Pinion Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S3S4 (2017),new 2021,documented,,,,,,5/20/2021,benkeen,https://www.inaturalist.org/observations/79522643,,223977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithophane baileyi,Grote,Bailey's Pinion Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S3S5 (2017),new 2021,documented,,,,,,3/31/2021,benkeen,https://www.inaturalist.org/observations/72588251,,179726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithophane georgii,Grote,large grey pinion moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2019,documented,,,,,,2019-03-26,benkeen,https://www.inaturalist.org/observations/21656248,,223983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithophane innominata,Smith,nameless pinion moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017) ,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-04-04,birdspaz,https://www.inaturalist.org/observations/10620305,,223986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithophane pertorrida,McDunnough,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S3S5 (2017),new 2020,documented,,,,,,2020-02-22,benkeen,https://www.inaturalist.org/observations/39049439,,223995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithophane petulca,Grote,wanton pinion moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2019,documented,,,,,,2019-04-09,benkeen,https://www.inaturalist.org/observations/22271199,,223996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lomographa semiclarata,Walker,bluish spring moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),new 2020,documented,,,,,,2020-05-09,chloe_and_trevor,https://www.inaturalist.org/observations/45593906,,224099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophocampa argentata,Packard,silver-spotted tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae, ,SNR,confirmed,documented,1935-07-09,unrecorded online,RBCM,ENT991-069913,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-04-26,benkeen,https://www.inaturalist.org/observations/23173430,RBCM: West Vancouver,84792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophocampa maculata,Harris,spotted tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae, ,SNR,confirmed,documented,1962-07-08,not online,UBC,SEM-UBC ARC-0126,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-08-19,alexc243,https://www.inaturalist.org/observations/15694664,,67691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophocampa roseata,Walker,rosy aemilia,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae, ,SNR,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2017-09-16,elsemikkelsen,https://www.inaturalist.org/observations/9190629,,224121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotisma trigonana,Walsingham,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Copromorphoidea,Copromorphidae,, ,SNR (2017),reported,undocumented,1937-08-27,unrecorded online,RBCM,ENT991-130963,,,,,RBCM: West Vancouver,318948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophocampa roseata,W.H. Edwards,Lustrous Copper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,Native,S5 (2020),confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2008-08-16,steveansell,https://www.inaturalist.org/observations/56195386,,117322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycaena helloides,Boisduval,purplish copper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,Native,S5 (2013) ,reported,undocumented,1930-08-17,unrecorded online,RBCM,ENT991-140768,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,RBCM: West Vancouver,59127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycaena mariposa,Reikert,Mariposa copper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,Native,S5 (2013),confirmed,documented,1980-08-23,unrecorded online,RBCM,ENT989-010023,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-08-25,kmfret,https://www.inaturalist.org/observations/32189109,"RBCM: L. mariposa penroseae, Cypress Provincial Park",117335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycaena mariposa mariposa,Reikert,"mariposa copper, mariposa subspecies",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,Native,S4 (2013),reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,237159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycaena mariposa penroseae,Field,"mariposa copper, penroseae subspecies",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,Native,S5 (2013),reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,237160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macaria lorquinaria,Guenée,Lorquin's angle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Exotic,genus is in CDC records,new 2019,documented,,,,,,2019-06-30,benkeen,https://www.inaturalist.org/observations/28007333,,947130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macaria signaria,Hübner,pale-marked angle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017) ,confirmed,documented,1936-07-17,unrecorded online,RBCM,ENT991-126810,,2019-07-03,benkeen,https://www.inaturalist.org/observations/28162148,"RBCM: M. signaria dispuncta, West Vancouver",224262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malacosoma californica,Packard,western tent caterpillar,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Native,S4S5 (2017)  ,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2012-05-19,hillanddale,https://www.inaturalist.org/observations/9511648,,359294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malacosoma disstria,Hübner,forest tent caterpillar moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Native,S4S5 (2017)  ,confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-05-28,samthuja,https://www.inaturalist.org/observations/26005600,,81663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamestra configurata,Walker,bertha armyworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2019,documented,,,,,,2019-08-09,benkeen,https://www.inaturalist.org/observations/30525966,,224414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmara arbutiella,Busck,Madrone skin miner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Marmarinae,Exotic,SNR (2017),new 2019,documented,,,,,,2019-08-17,mws,https://www.inaturalist.org/observations/31036681,,177160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanchra adjuncta,Walker,hitched arches,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017) ,new 2019,documented,,,,,,2019-06-30,benkeen,https://www.inaturalist.org/observations/27946196,,204701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanolophia imitata,Walker,western carpet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),confirmed,documented,1937-05-03,unrecorded online,RBCM,ENT991-129213,"LGL Limited, Environmental Research Associates, Sidney, BC",2016-03-25,elsemikkelsen,https://www.inaturalist.org/observations/7437388,RBCM: West Vancouver,224588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesapamea secalis agg,L.,common rustic,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Exotic,genus not in CDC records,new 2020,documented,,,,,,2020-08-11,benkeen,https://www.inaturalist.org/observations/56198358,,354806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesoleuca gratulata,Walker,Western white-ribboned carpet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017) ,new 2020,documented,,,,,,2020-04-12,benkeen,https://www.inaturalist.org/observations/42042773,,224947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metarranthis duaria,Guenée,ruddy Metarranthis moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017) ,new 2019,documented,,,,,,2019-06-06,benkeen,https://www.inaturalist.org/observations/26555806,,203461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metzneria lappella,L.,burdock seedhead moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Gelechiidae,Anomologinae,Exotic,SNA (2017),new 2020,documented,,,,,,2020-07-18,benkeen,https://www.inaturalist.org/observations/53615833,iNat: needs i.d.,118556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mompha eloisella,Clemens,Red-streaked Mompha Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Momphidae,Momphinae,Exotic,SNR (2017),new 2021,documented,,,,,,7/3/2021,benkeen,https://www.inaturalist.org/observations/85487694,,322378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopis weaverella,Scott,carrion moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tineoidea,Tineidae,Tineinae,Exotic,SNA (2017),new 2020,documented,,,,,,2020-06-10,benkeen,https://www.inaturalist.org/observations/49202005,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrmeleon exitialis,Walker,lesser wainscot,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Exotic,SNR,new 2020,documented,,,,,,2020-07-22,benkeen,https://www.inaturalist.org/observations/54005473,iNat: needs i.d.,225424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myelopsis subtetricella,Ragonot,a species of snout morh,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Exotic,SNR (2017),new 2020,documented,,,,,,2020-04-24,benkeen,https://www.inaturalist.org/observations/43231925,iNat: needs i.d.,225378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythimna oxygala,Grote,Lesser Wainscot,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2021,documented,,,,,,7/3/2021,benkeen,https://www.inaturalist.org/observations/85488058,,225424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadata gibbosa,J.E. Smith,white-dotted prominent moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Phalerinae,Native,S4S5 (2017),new 2019,documented,,,,,,2019-06-30,benkeen,https://www.inaturalist.org/observations/27946337,,82204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemapogon granella,L.,European grain moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tineoidea,Tineidae,Nemapogoninae,Native,SNA (2017),new 2019,documented,,,,,,2019-09-22,benkeen,https://www.inaturalist.org/observations/33239834,iNat: needs i.d.,338579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemoria darwiniata,Dyar,Columbian emerald,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Geometrinae,Native,S4S5 (2017) ,new 2019,documented,,,,,,2019-07-05,benkeen,https://www.inaturalist.org/observations/28253385,,119896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neoalcis californiaria,Packard,brown-lined looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017) ,confirmed,documented,1935-08-20,unrecorded online,RBCM,ENT991-129217,"LGL Limited, Environmental Research Associates, Sidney, BC",2016-08-20,elsemikkelsen,https://www.inaturalist.org/observations/7437260,RBCM: West Vancouver,225567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neophasia menapia,C. Felder & R. Felder,pine white,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,Native,S5 (2013) ,confirmed,documented,1930-09-07,unrecorded online,RBCM,ENT991-121466,"LGL Limited, Environmental Research Associates, Sidney, BC",2007-09-04,hillanddale,https://www.inaturalist.org/observations/9551121,RBCM: Bowen Island,81734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neoterpes trianguliferata,Packard,canary thorn,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),confirmed,documented,1937-06-11,unrecorded online,RBCM,ENT991-084218,,2020-06-11,benkeen,https://www.inaturalist.org/observations/49204397,RBCM: West Vancouver,143033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nephelodes minians,Guenée,bronzed cutworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S3S5 (2017),new 2019,documented,,,,,,2019-09-11,benkeen,https://www.inaturalist.org/observations/32571881,,153076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepytia phantasmaria,Strecker,phantom hemlock looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S3S5 (2017),confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-09-06,benkeen,https://www.inaturalist.org/observations/16265851,,334645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepytia umbrosaria,Packard,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S3S5 (2017),new 2020,documented,,,,,,2020-08-15,benkeen,https://www.inaturalist.org/observations/56591483,,196605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noctua comes,Hubner,lesser yellow underwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Exotic,SNA (2017) ,new 2019,documented,,,,,,2020-09-11,benkeen,https://www.inaturalist.org/observations/59293420,,205187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noctua pronuba,L.,large yellow underwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Exotic,SNA (2017) ,new 2014,documented,,,,,,2014-07-28,elsemikkelsen,https://www.inaturalist.org/observations/9214056,,81687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nola minna,Butler,Ceanothus nola moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Nolinae,Native,S4S5 (2017) ,new 2019,documented,,,,,,2019-04-09,benkeen,https://www.inaturalist.org/observations/22270639,,225988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomophila nearctica,Munroe,Lucerne moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Exotic,SNR (2017),new 2020,documented,,,,,,2020-08-17,benkeen,https://www.inaturalist.org/observations/56749281,,58750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notocelia cynosbatella,L.,yellow-faced bell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Exotic,SNA (2017),new 2020,documented,,,,,,2020-05-29,benkeen,https://www.inaturalist.org/observations/47812638,,357589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notocelia rosaecolana,Doubleday,Doubleday's Notocelia moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Exotic,SNA (2017),new 2020,documented,,,,,,2020-06-29,benkeen,https://www.inaturalist.org/observations/51371278,,320836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycteola cinereana,"Neumögen & Dyar,",grey midget moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Chloephorinae,Native,S4S5 (2017),new 2019,documented,,,,,,2019-05-27,benkeen,https://www.inaturalist.org/observations/25929916,iNat: needs i.d.,226045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycteola columbiana,H. Edwards,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Chloephorinae,Native,S3S4 (2017),new 2020,documented,,,,,,2020-05-16,benkeen,https://www.inaturalist.org/observations/46184571,iNat: needs i.d.,452513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycteola frigidana,Walker,frigid owlet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Chloephorinae,Native,S4S5 (2017),new 2020,documented,,,,,,2021-05-17,benkeen,https://www.inaturalist.org/observations/79154186,,226046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphalis antiopa,L.,mourning cloak,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Native,S5 (2013),new 2019,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-04-21,birdspaz,https://www.inaturalist.org/observations/22832322,,56832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphalis californica,Boisduval,California tortoiseshell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Native,S5 (2013) ,confirmed,documented,1933-04-23,unrecorded online,RBCM,ENT991-082207,"LGL Limited, Environmental Research Associates, Sidney, BC",2020-03-19,jacquijohnson3,https://www.inaturalist.org/observations/40243619,RBCM: West Vancouver,49920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphalis l-album,Boisduval & LaConte,Compton tortoiseshell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Native,S5 (2013) ,new 2014,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-08-27,hillanddale,https://www.inaturalist.org/observations/9625656,,198813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochlodes sylvanoides,Boisduval,woodland skipper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,Native,S5 (2013) ,confirmed,documented,1981-08-15,unrecorded online,RBCM,ENT989-007009,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-08-11,benkeen,https://www.inaturalist.org/observations/15654419,RBCM: Centre Bay; Gambier Island,59194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochropleura implecta,Lafontaine,Flame-shouldered Dart,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017),new 2021,documented,,,,,,6/17/2021,benkeen,https://www.inaturalist.org/observations/83392061,,143121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oecophora bractella,L.,Gold-base Tubic,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Oecophoridae,Oecophorinae,Exotic,SNA (2017),new 2021,documented,,,,,,7/7/2021,benkeen,https://www.inaturalist.org/observations/86044388,,324799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oegoconia novimundi,Busck,four-spotted yellowneck moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Autostichidae,Oegoconiinae, ,SNR (2017),confirmed,documented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-07-27,elsemikkelsen,https://www.inaturalist.org/observations/9223846,,321374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oeneis melissa beanii,Elwes,"melissa arctic, beanii subspecies",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,Exotic,S5,reported,undocumented,,,,,"LGL Limited, Environmental Research Associates, Sidney, BC",,,,,237491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
