Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Conioselinum gmelinii,(Cham. & Schltdl.) Steud.,,western hemlock-parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Conioselinum,gmelinii,,,,native,S5 (2015),,confirmed,observed,1981-05-22,Adolf Ceska,UBC,UBC: V214278,,2016-06-09,hillanddale,https://www.inaturalist.org/observations/9531423,,160830,,accepted,160830,Conioselinum gmelinii,Conioselinum gmelinii,Conioselinum gmelinii
Daucus carota,L.,,wild carrot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Daucus,carota,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-04-03,benkeen,https://www.inaturalist.org/observations/21969383,,76610,,accepted,76610,Daucus carota,Daucus carota,Daucus carota
Daucus pusillus,Michx.,,American wild carrot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Daucus,pusillus,,,,native,S5 (2019),,new 2015,observed,,,,,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66764636,,56726,,accepted,56726,Daucus pusillus,Daucus pusillus,Daucus pusillus
Foeniculum vulgare,Mill.,,fennel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Apieae,Foeniculum,vulgare,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-23,bcrobyn,https://www.inaturalist.org/observations/80019550,,53052,,accepted,53052,Foeniculum vulgare,Foeniculum vulgare,Foeniculum vulgare
Glehnia littoralis ssp. leiocarpa,(Mathias) Hult.,,American glehnia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Selineae,Glehnia,littoralis,,leiocarpa,,native,S3 (2019),,reported,unobserved,,,,,,,,,,79928,,accepted,79928,Glehnia littoralis leiocarpa,Glehnia littoralis leiocarpa,
Heracleum maximum,W. Bartram,,common cowparsnip,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Tordylieae,Heracleum,maximum,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-06-09,sea2skynaturebc,http://inaturalist.ca/observations/6564669,,53094,,accepted,53094,Heracleum maximum,Heracleum maximum,Heracleum maximum
Lilaeopsis occidentalis,J.M. Coult. & Rose,,western grasswort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Lilaeopsis,occidentalis,,,,native,S4 (2015),,confirmed,observed,1980-01-01,,RBCM,V199575,,2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14463274,,77742,,accepted,77742,Lilaeopsis occidentalis,Lilaeopsis occidentalis,Lilaeopsis occidentalis
Oenanthe sarmentosa,C. Presl ex DC.,,water parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Oenanthe,sarmentosa,,,,native,S5 (2015),,confirmed,observed,2012-07-25,Erin R. Manton,UBC,UBC: V238600,,2018-09-22,keeganjd,https://www.inaturalist.org/observations/16813606,,60127,,accepted,60127,Oenanthe sarmentosa,Oenanthe sarmentosa,Oenanthe sarmentosa
Osmorhiza berteroi,DC.,,mountain sweet cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,berteroi,,,,native,S5 (2015),,confirmed,observed,1974-07-04,Charles E. Beil,UBC,UBC: V176121,,2018-07-22,citizen1,https://www.inaturalist.org/observations/15588921,,53166,,accepted,53166,Osmorhiza berteroi,Osmorhiza berteroi,Osmorhiza berteroi
Osmorhiza depauperata,Phil.,,blunt-fruited sweet-cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,depauperata,,,,native,S5 (2015),,reported,unobserved,1966-07-29,B. Fraser,UBC,UBC: V161002,,,,,UBC:  Garibaldi PP Sphinx Gl foreland,78294,,accepted,78294,Osmorhiza depauperata,Osmorhiza depauperata,
Osmorhiza occidentalis,(Nutt. ex Torr.& A.Gray). Torr.,,western sweet-cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,occidentalis,,,,native,S4,,reported,unobserved,,,,,,,,,,78295,,accepted,78295,Osmorhiza occidentalis,Osmorhiza occidentalis,
Osmorhiza purpurea,(J.M. Coult. & Rose) Suksd.,,purple sweet-cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,purpurea,,,,native,S5 (2000),,confirmed,observed,1989-07-04,Frank Lomer,UBC,UBC: V200144,,2016-04-09,judithofsquamish,https://www.inaturalist.org/observations/9983507,,78296,,accepted,78296,Osmorhiza purpurea,Osmorhiza purpurea,Osmorhiza purpurea
Perideridia gairdneri,(Hook. & Arn.) Mathias,,common yampah,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Perideridia,gairdneri,,,,native,S3S4 (2015),,reported,unobserved,1978-08-15,John Pinder-Moss,UBC,UBC: V166526,,,,,UBC:  Gambier Island overlooking Camp Artaban,78434,,accepted,78434,Perideridia gairdneri,Perideridia gairdneri,
Sanicula crassicaulis,Poepp ex DC,,Pacific sanicle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,crassicaulis,,,,native,S5 (2019),,new 2018,observed,,,,,,2018-05-27,the_rainbow_bee,https://www.inaturalist.org/observations/12929283,,53201,,accepted,53201,Sanicula crassicaulis,Sanicula crassicaulis,Sanicula crassicaulis
Sium suave,Walter,,water parsnip,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Sium,suave,,,,native,S5 (2000),,new 2015,observed,,,,,,2015-07-15,judithofsquamish,http://www.inaturalist.org/observations/4485626,,79131,,accepted,79131,Sium suave,Sium suave,Sium suave
Hedera canariensis,Willd.,,Canary Islands ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Araliaceae,,,Hedera,canariensis,,,,exotic,not in CDC records,,new 2021,observed,,,,,,2021-05-13,melodymah,https://www.inaturalist.org/observations/78624602,,64113,,accepted,64113,Hedera canariensis,Hedera canariensis,Hedera canariensis
Hedera helix,L.,,common ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Araliaceae,,,Hedera,helix,,,,native,SNA (2000),,new 2018,observed,,,,,,2018-08-30,benkeen,https://www.inaturalist.org/observations/16055242,,55882,,accepted,55882,Hedera helix,Hedera helix,Hedera helix
Oplopanax horridus,(Sm.) Miq.,,devil's club,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Araliaceae,,,Oplopanax,horridus,,,,native,S5 (2015),,new 2016,observed,,,,,,2016-04-02,judithofsquamish,http://www.inaturalist.org/observations/4396042,,83914,,accepted,83914,Oplopanax horridus,Oplopanax horridus,Oplopanax horridus
Ilex aquifolium,L.,,European holly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,Aquifoliaceae,,,Ilex,aquifolium,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-08-30,benkeen,https://www.inaturalist.org/observations/16058359,,53856,,accepted,53856,Ilex aquifolium,Ilex aquifolium,Ilex aquifolium
Achillea filipendulina,Lam.,,fern-leaf yarrow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Achillea,filipendulina,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-11,benkeen,https://www.inaturalist.org/observations/30648893,,157924,,accepted,157924,Achillea filipendulina,Achillea filipendulina,Achillea filipendulina
Achillea millefolium,L.,,common yarrow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Achillea,millefolium,,,,exotic,SNA (2019),,confirmed,observed,2015-06-26,A. Lynn,,,,2016-07-02,hillanddale,https://www.inaturalist.org/observations/9532474,,52821,,accepted,1105043,Achillea millefolium,Achillea millefolium,Achillea millefolium
Adenocaulon bicolor,Hook.,,american trailplant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Mutisioideae,Mutisieae,Adenocaulon,bicolor,,,,native,S5 (2015),,confirmed,observed,1984-08-14,Bruce A. Bohm,UBC,UBC: V194653,,2019-07-18,benkeen,https://www.inaturalist.org/observations/29096239,,56854,,accepted,56854,Adenocaulon bicolor,Adenocaulon bicolor,Adenocaulon bicolor
Agoseris aurantiaca ssp. aurantiaca,(Hook.) Greene,,orange agoseris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Agoseris,aurantiaca,,aurantiaca,,native,S5 (2015),,confirmed,observed,1965-08-16,B. Fraser,UBC,UBC: V158245,,2013-08-19,judithofsquamish,https://www.inaturalist.org/observations/10425403,,75302,,accepted,80329,Agoseris aurantiaca aurantiaca,Agoseris aurantiaca,Agoseris aurantiaca
Agoseris glauca,(Pursh) Raf.,,short-beaked agoseris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Agoseris,glauca,,,,native,S5,,reported,unobserved,,,,,,,,,,75303,,accepted,75303,Agoseris glauca,Agoseris glauca,
Ambrosia artemisiifolia,L.,,common ragweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Heliantheae,Ambrosia,artemisiifolia,,,,native,SNA (2019),,new 2021,observed,,,,,,2021-09-16,gwenlh,https://www.inaturalist.org/observations/95228218,,53587,,accepted,53587,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia
Anaphalis margaritacea,(L.) Benth. & Hook.,,pearly everlasting,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,,,,native,S5 (2015),,confirmed,observed,2015-12-30,Frank Lomer,UBC,UBC: V247105,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8230889,,52833,,accepted,52833,Anaphalis margaritacea,Anaphalis margaritacea,Anaphalis margaritacea
Antennaria alpina,Greene,,alpine pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,alpina,,,,native,S5 (2015),,reported,unobserved,1966-08-00,B. Fraser,UBC,UBC: V158269,,,,,UBC:  Antennaria pallida,154163,,accepted,154163,Antennaria alpina,Antennaria alpina,
Antennaria howellii,Greeene,,small pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,howellii,,,,native,S5 (2015),,confirmed,observed,1964-09-20,V.J. Krajina,UBC,UBC: V108987,,2015-05-10,hillanddale,https://www.inaturalist.org/observations/9535369,,75471,,accepted,75463,Antennaria howellii,Antennaria umbrinella,Antennaria howellii
Antennaria media,Greene,,dark pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,media,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-09-11,judithofsquamish,https://www.inaturalist.org/observations/59410891,,75466,,accepted,75466,Antennaria media,Antennaria media,Antennaria media
Antennaria neglecta,Greene,,field pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,neglecta,,,,native,S4 (2018),,reported,unobserved,1986-05-29,W. J. Merilees,RBCM,V: V155110,,,,,RBCM:  Squamish Evans Lake,127005,,accepted,127005,Antennaria neglecta,Antennaria neglecta,
Antennaria parvifolia,Nutt.,,small-leaf pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,parvifolia,,,,native,S5 (2015),,reported,unobserved,1955-06-16,V. J. Krajina,UBC,UBC: V80232,,,,,,158414,,accepted,158414,Antennaria parvifolia,Antennaria parvifolia,
Antennaria rosea,Greene,,rosy pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,rosea,,,,native,SNR (2015),,confirmed,observed,1965-08-16,B. Fraser,UBC,UBC: V158246,,2019-08-24,lenachiasson,https://www.inaturalist.org/observations/31968978,iNat: needs i.d.,53096,,accepted,53096,Antennaria rosea,Antennaria rosea,Antennaria rosea
Antennaria rosea ssp. pulvinata,Greene,,pulvinate pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,rosea,,pulvinata,,native,S4S5 (2016),,reported,unobserved,1938-08-12,John W. Eastham,UBC,UBC: V125197,,,,,UBC:  A. pulvinata,444567,,accepted,234288,Antennaria rosea pulvinata,Uvaria lucida lucida,
Antennaria umbrinella,Rydb.,,umber pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,umbrinella,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,75471,,accepted,75471,Antennaria umbrinella,Antennaria umbrinella,
Anthemis cotula,L.,,stinking chamomile,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Anthemis,cotula,,,,exotic,SNA (2001),,reported,unobserved,1911-07-02,John Davidson,UBC,UBC: V44823,,,,,,52841,,accepted,52841,Anthemis cotula,Anthemis cotula,
Arctium minus,(Hill) Bernh.,,lesser burdock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Arctium,minus,,,,exotic,SNA (2001),,confirmed,observed,1967-06-16,P. Warrington,LEA,,,2018-09-17,judithofsquamish,https://www.inaturalist.org/observations/16647222,,59570,,accepted,59570,Arctium minus,Arctium minus,Arctium minus
Arnica angustifolia ssp. angustifolia,(Vahl.) Maguire,,narrow-leaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,angustifolia,,angustifolia,,native,S5,,reported,unobserved,,,,,,,,,somewhat out of range? usually in northern BC,234430,,accepted,234430,Arnica angustifolia angustifolia,Arnica angustifolia angustifolia,
Arnica cordifolia,Hook.,,heartleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,cordifolia,,,,native,S5 (2015),,confirmed,observed,1956-08-07,Vernon C. Brink,UBC,UBC: V55449,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8231339,,75569,,accepted,75569,Arnica cordifolia,Arnica cordifolia,error
Arnica gracilis,Rydb.,,slender leopardbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,gracilis,,,,native,S5 (2000),,reported,unobserved,1961-08-19,E.B. Peterson,UBC,UBC: V97820,,,,,,158686,,accepted,158686,Arnica gracilis,Arnica gracilis,
Arnica lanceolata ssp. prima,Nutt.,,clasping arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,lanceolata,,prima,,native,S5? (2015),,confirmed,observed,1951-09-11,W. Cottle,UBC,UBC: V27388,,2020-07-28,judithofsquamish,https://www.inaturalist.org/observations/55057951,,79623,,accepted,79623,Arnica lanceolata prima,Arnica lanceolata prima,Arnica lanceolata prima
Arnica latifolia,Bong.,,broadleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,latifolia,,,,native,S5 (2015),,confirmed,observed,1979-07-21,Gerald B. Straley,UBC,UBC: V166358,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/8891577,,75573,,accepted,75573,Arnica latifolia,Arnica latifolia,Arnica latifolia
Arnica mollis,Hook.,,hairy arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,mollis,,,,native,S5 (2015),,confirmed,observed,1938-08-08,John W. Eastham,UBC,UBC: V9215,,2020-09-11,judithofsquamish,https://www.inaturalist.org/observations/59543194,,75575,,accepted,75575,Arnica mollis,Arnica mollis,Arnica mollis
Arnica ovata,Greene,,sticky leaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,ovata,,,,native,S5 (2015),,reported,unobserved,1965-08-14,B. Fraser,UBC,UBC: V158316,,,,,,75577,,accepted,75577,Arnica ovata,Arnica ovata,
Arnica parryi,A. Gray,,nodding arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,parryi,,,,native,S5 (2015),,reported,unobserved,1912-08-13,J. Davidson,UBC,UBC: V9224,,,,,,75578,,accepted,75578,Arnica parryi,Arnica parryi,
Arnica rydbergii,Greene,,subalpine arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,rydbergii,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/31817915,,153042,,accepted,153042,Arnica rydbergii,Arnica rydbergii,Arnica rydbergii
Artemisia norvegica ssp. saxatilis,Fr.,,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,norvegica,,saxatilis,,native,S5 (2015),,reported,unobserved,1917-08-07,John Davidson,UBC,UBC: V9352,,,,,,79631,,accepted,79631,Artemisia norvegica saxatilis,Artemisia norvegica saxatilis,
Artemisia vulgaris,L.,,common mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,vulgaris,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-21,raduscurtescu,https://www.inaturalist.org/observations/79731787,,52856,,accepted,52856,Artemisia vulgaris,Artemisia vulgaris,Artemisia vulgaris
Askellia pygmaea,(Richardson) W.A. Weber,,dwarf alpine hawks-beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Askellia,pygmaea,,,,native,S4S5 (2015),,reported,unobserved,1967-07-21,V. Bednar,UBC,UBC: V158274,,,,,UBC & LGL: Crepis nana,76477,,accepted,738531,Askellia pygmaea,Crepis nana,
Bellis perennis,L.,,common daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Bellis,perennis,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-11,benkeen,https://www.inaturalist.org/observations/16442100,,55563,,accepted,55563,Bellis perennis,Bellis perennis,Bellis perennis
Bidens amplissima,Greene,,Vancouver Island beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,amplissima,,,,native,S3 (2015),,confirmed,observed,2014-08-07,Anne Anderson,UBC,UBC: V244536,,2019-08-16,judithofsquamish,http://www.inaturalist.org/observations/4366532,,159233,,accepted,159233,Bidens amplissima,Bidens amplissima,Bidens amplissima
Bidens cernua,L.,,nodding beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,cernua,,,,native,S5 (2015),,new 2016,observed,,,,,,2016-08-19,judithofsquamish,https://www.inaturalist.org/observations/31376086,,75765,,accepted,75765,Bidens cernua,Bidens cernua,Bidens cernua
Bidens frondosa,L.,,devil's beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,frondosa,,,,exotic,SNA (2001),,confirmed,observed,1978-09-17,R.C. Summerbell,UBC,UBC: V167632,,2020-08-31,cfmurrell,https://www.inaturalist.org/observations/58194507,,51712,,accepted,51712,Bidens frondosa,Bidens frondosa,Bidens frondosa
Bidens tripartita,L.,,three-parted beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,tripartita,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-09-23,benkeen,https://www.inaturalist.org/observations/16857723,,75767,,accepted,75767,Bidens tripartita,Bidens tripartita,Bidens tripartita
Centaurea cyanus,L.,,cornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Centaurea,cyanus,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-06-16,the_rainbow_bee,https://www.inaturalist.org/observations/13508751,,933404,,accepted,933404,Centaurea cyanus,Centaurea cyanus,Centaurea cyanus
Centaurea montana,L.,,perennial cornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Centaurea,montana,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-05-16,vista888,https://www.inaturalist.org/observations/12534990,,48984,,accepted,48984,Centaurea montana,Centaurea montana,Centaurea montana
Centaurea stoebe,Lam.,,spotted knapweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Centaurea,stoebe,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-04,jocl,https://www.inaturalist.org/observations/30198483,iNat: needs i.d.,76214,,accepted,76214,Centaurea stoebe,Centaurea stoebe,Centaurea stoebe
Cichorium intybus,L.,,chicory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Cichorium,intybus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-12,benkeen,https://www.inaturalist.org/observations/52838026,,52913,,accepted,52913,Cichorium intybus,Cichorium intybus,Cichorium intybus
Cirsium arvense,(L.) Scop.,,Canada thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Cirsium,arvense,,,,exotic,SNA (2000),,confirmed,observed,1978-09-17,R.C. Summerbell,UBC,UBC: V167629,,2015-06-21,hillanddale,https://www.inaturalist.org/observations/9604949,,60132,,accepted,60132,Cirsium arvense,Cirsium arvense,Cirsium arvense
Cirsium brevistylum,Cronquist,,short-styled thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Cirsium,brevistylum,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-07,elsemikkelsen,https://www.inaturalist.org/observations/86113604,,52993,,accepted,52993,Cirsium brevistylum,Cirsium brevistylum,Cirsium brevistylum
Cirsium edule,Nutt.,,edible thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Cirsium,edule,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/32084208,,143675,,accepted,143675,Cirsium edule,Cirsium edule,Cirsium edule
Cirsium vulgare,(Savi) Ten.,,bull thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Cirsium,vulgare,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-07,judithofsquamish,http://www.inaturalist.org/observations/4372564,,52989,,accepted,52989,Cirsium vulgare,Cirsium vulgare,Cirsium vulgare
