Taxon,Author of Species,Author of       Subspecies or Variety,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status (B.C.),reporting,Documented,Last Collected/ Reported,Collector/Source,Collection Accession #/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Maianthemum stellatum ,(L.) Link,,starry false Solomon's-seal,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,,native,S5 (2015),confirmed,documented,1960-06-09,L. Orloci,UBC: V90716,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270508,https://static.inaturalist.org/photos/9398207/medium.jpeg?1501378113,,53268,
Malus fusca ,(Raf.) C.K. Schneid.,,Pacific crab apple,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,,native,S5 (2000),confirmed,documented,1997-05-18,Gerald B. Straley ,UBC: V226207,2015-04-29,judithofsquamish,http://www.inaturalist.org/observations/4395315,https://static.inaturalist.org/photos/5276032/medium.jpeg?1476916750,,77948,
Matricaria discoidea ,DC.,,pineapple-weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015) ,new 2018,documented,,,,2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14469550,https://static.inaturalist.org/photos/21536833/medium.jpeg?1531886942,,52992,
Medicago lupulina,L.,,black medick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,,exotic,SNA (2001) ,new 2016,documented,,,,2016-05-21,judithofsquamish,https://www.inaturalist.org/observations/5460652,https://static.inaturalist.org/photos/6722677/medium.jpeg?1490492915,,57056,
Melampyrum lineare var. lineare ,Desr. ,,American cow-wheat,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,native,S5 (2015),reported,undocumented,1942-08-18,John W. Eastham,UBC: V29830,,,,,,241667,
Melica subulata ,(Griseb.) Scribn.,,Alaska oniongrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000),reported,undocumented,1974-07-08,Charles E. Biel ,UBC: V176149,,,,,,77986,
Melilotus albus,Desr.,,white sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,,native,SNA (2001),new 2015,documented,,,,2015-06-07,judithofsquamish,https://www.inaturalist.org/observations/9974458,https://static.inaturalist.org/photos/13704677/medium.jpeg?1519446104,,58907,
Mentha arvensis,L.,,corn mint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,,native,S5 (2015) ,new 2018,documented,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398923,https://static.inaturalist.org/photos/21415045/medium.jpeg?1531698132,,58188,
Menyanthes trifoliata,L.,,bogbean,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Menyanthaceae,,native,S5 (2000),new 2015,documented,,,,2015-05-24,judithofsquamish,https://www.inaturalist.org/observations/6017963,https://static.inaturalist.org/photos/7530257/medium.jpeg?1493520638,,78016,
Menziesia ferruginea,Sm.,,rusty menziesia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,native,S5 (2015),confirmed,documented,1989-09-24,T. C. Wells ,WTU: 371325,2014-06-22,judithofsquamish,https://www.inaturalist.org/observations/6244185,https://static.inaturalist.org/photos/7849602/medium.jpeg?1494994187,herbarium record Rhododendron menziesii Craven+AB892,48584,
Micranthes ferruginea,(Graham) Brouillet & Gornall,,russethair saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2015) ,confirmed,documented,2011-06-10,Erin R. Manton,UBC: V239396,2017-09-02,judithofsquamish,https://www.inaturalist.org/observations/7762103,https://static.inaturalist.org/photos/10194885/medium.jpeg?1504449663,,78024,
Micranthes integrifolia ,(Hook.) Small,,wholeleaf saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2001),reported,undocumented,1974-05-15,J. Hett ,UBC: V157758,,,,,,78027,
Micranthes lyallii,(Engl.) Small,,redstem saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2012),reported,undocumented,1951-08-09,W. Cottle,UBC: V27374,,,,,,357929,
Micranthes nelsoniana,(D. Don) Small,,heartleaf saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,status depends on which variety,confirmed,documented,1965-07-24,B. Fraser ,UBC: V195885,2013-08-17,judithofsquamish,https://www.inaturalist.org/observations/7376686,https://static.inaturalist.org/photos/9570307/medium.jpeg?1502037729,,357930,
Micranthes nelsoniana var. cascadensis ,(D. Don) Small,(Calder & Savile) Gornall & H. Ohba,Cascade saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000) ,reported,undocumented,1965-08-15,B. Fraser ,UBC: V194886,,,,,,357961,
Micranthes porsildiana ,(D. Don) Small,(Calder & Savile) Elven & D.F. Murray,heartleaf saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4S5 (2005,reported,undocumented,1960-08-03,E.B. Peterson ,UBC: V97788,,,,,herbarium record M. nelsoniana var. porsildiana,772262,
Micranthes occidentalis ,(S. Watson) Small,,western saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000),reported,undocumented,1967-08-19,Vladimir J. Krajina,UBC: V158359,,,,,,357953,
Micranthes odontoloma ,(Piper) A. Heller,,brook saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015),reported,undocumented,1973-08-27,Vladimir J. Krajina ,UBC: V151752,,,,,,78030,
Micranthes rufidula ,Small,,rustyhair saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4S5 (2015),reported,undocumented,1942-07-12,Vernon C. Brink,UBC: V55338,,,,,,357949,
Micranthes tolmiei ,(Torr. & A. Gray) Brouillet & Gornall,,Tolmie's saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015) ,confirmed,documented,1966-08-15,B. Fraser ,UBC: V194892,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8898581,https://static.inaturalist.org/photos/11974165/medium.jpeg?1511380055,,78032,
Mitella breweri,A. Gray,,Brewer's miterwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4S5 (2015),confirmed,documented,1979-07-23,B. A. Bohm,UBC: V164212,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270574,https://static.inaturalist.org/photos/9398305/medium.jpeg?1501378462,herbarium record Pectaniana breweri,165475,
Mitella pentandra,Hook.,,alpine mitrewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015),confirmed,documented,1962-03-14,B. Fraser,UBC: V158382,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14186476,https://static.inaturalist.org/photos/21036491/medium.jpeg?1531097918,herbarium record AB713,117307,
Mitella trifida ,(Graham) Rydb.,,Pacific Bishop's-cap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015),reported,undocumented,1916-08-06,W. Taylor ,UBC: V137883,,,,,,128871,
Moneses uniflora ,(L.) A. Gray,,one-flowered wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,native,S4 (2015) ,reported,undocumented,1912-07-21,Fred Perry,UBC: V242458,,,,,,60376,
Monotropa hypopitys,L.,,pinesap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,native,S3S4 (2001),confirmed,documented,2012-07-25,Erin R. Manton ,UBC: V238915,2016-06-02,judithofsquamish,https://www.inaturalist.org/observations/6033596,https://static.inaturalist.org/photos/7554233/medium.jpeg?1493611535,aka Hypopitys monotropa,59986,
Monotropa uniflora,L.,,Indian pipe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,native,S4 (2015),confirmed,documented,1974-10-21,P.C. Martin,UBC: V148161,2017-07-09,vanezo,http://inaturalist.ca/observations/6980419,https://static.inaturalist.org/photos/8933508/medium.jpg?1499614853,,49477,
Montia diffusa ,(Nutt.) Greene,,diffuse montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,native,S1S2 (Apr 2015),reported,undocumented,1992-05-01,George W. Douglas,UBC: V211748,,,,,,78120,
Montia fontana ,L.,,blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,native,S4? (2015),reported,undocumented,1916-04-29,John Davidson,UBC: V45786,,,,,,58990,
Montia parvifolia ,(Moc. ex DC.) Greene,,small-leaved blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,native,S4 (2015),confirmed,documented,1974-06-11,Charles E. Biel,UBC: V176110,2018-09-24,keeganjd,https://www.inaturalist.org/observations/16881299,https://static.inaturalist.org/photos/25502291/medium.jpg?1537825298,,78123,
Muscari neglectum ,Guss. ex Ten.,,grape hyacinths,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,,exotic,SNA (2012) ,reported,undocumented,2014-04-12,Frank Lomer,UBC: V241862,,,,,,68846,
Mycelis muralis ,(L.) Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,exotic,SNA (2006),confirmed,documented,1974-07-02,Charles E. Beil,UBC: V176162,2016-03-19,judithofsquamish,http://www.inaturalist.org/observations/4395516,https://static.inaturalist.org/photos/5276310/medium.jpeg?1476919139,,48543,
Myosotis arvensis ,(L.) Hill,,field forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,exotic,SNA (2001),reported,undocumented,1976-07-01,Murray Clark ,UBC: V161945,,,,,,51726,
Myosotis laxa,Lehm.,,bay forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,native,S5 (2015),reported,undocumented,1977-00-00,Kelowna Resource Analysis Branch,V111299,,,,,,78150,
Myrica gale,L.,,sweet gale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Myricaceae,,native,S5 (2000),confirmed,documented,1997-05-18,Gerald B. Straley,UBC: V226286,2015-03-27,judithofsquamish,http://www.inaturalist.org/observations/4395945,https://static.inaturalist.org/photos/5276855/medium.jpeg?1476921929,,82203,
Nabalus alatus ,Hook.,,western rattlesnake root,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,native,S4 (2015),reported,undocumented,1914-07-01,A. E. Baggs ,UBC: V47169,,,,,aka Prenanthes alata,130955,
Nasturtium officinale ,W.T. Aiton,,watercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,SNA (2000) ,reported,undocumented,1912-08-05,John Davidson,UBC: V13061,,,,,,78174,
Nemophila parviflora ,Douglas ex Benth.,,western yellow pond-lily,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,native,S5 (2000),reported,undocumented,1916-04-29,W. Taylor,UBC: V21347,2017-06-30,hillanddale,https://www.inaturalist.org/observations/9532707,https://static.inaturalist.org/photos/13000430/medium.jpeg?1516404733,,78234,
Neottia banksiana ,(Lind.) Rchb. f.,,northwestern twayblade,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,native,S4 (2015),confirmed,documented,1975-07-29,Ken Carey,UBC: V157729,2014-07-26,elsemikkelsen,https://www.inaturalist.org/observations/9237020,https://static.inaturalist.org/photos/12502085/medium.jpg?1513988410,,131227,
Neottia cordata ,(L.) Richardson,,heartleaf twayblade,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,native,S4S5 (2015),confirmed,documented,2012-07-25,Erin R. Manton,UBC: V239571,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270701,https://static.inaturalist.org/photos/9398539/medium.jpeg?1501379061,,204364,
Nephrophyllidium crista-galli ,(Menzies ex Hook.) Gilg,,deer-cabbage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Menyanthaceae,,native,S5 (2000),confirmed,documented,1997-07-13,Gerald B. Straley ,UBC: V226170,2018-05-31,derekkillby,https://www.inaturalist.org/observations/13002587,https://static.inaturalist.org/photos/18914990/medium.jpg?1527825410,,340457,
Nuphar polysepala ,Engelm.,,western yellow pond-lily,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,native,S5 (2000),reported,undocumented,1913-07-27,John Davidson ,UBC: V25067,,,,,,78234,
Nuttallanthus canadensis,(L.) D.A. Sutton,,blue toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,exotic,SNA (2016),reported,undocumented,1978-09-17,R.C. Summerbell ,UBC: V167630,,,,,,59112,
Oemleria cerasiformis,(Torr. & A. Gray ex Hook. & Arn.) Landon,,osoberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,,native,S5 (2015),new 2016,documented,,,,2016-03-23,judithofsquamish,http://www.inaturalist.org/observations/4396004,https://static.inaturalist.org/photos/5277047/medium.jpeg?1476923655,,53419,
Oenanthe sarmentosa,C. Presl ex DC.,,water parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,native,S5 (2015) ,confirmed,documented,2012-07-25,Erin R. Manton,UBC: V238600,2018-09-22,keeganjd,https://www.inaturalist.org/observations/16813606,https://static.inaturalist.org/photos/25386047/medium.jpeg?1537659957,,60127,
Oenothera biennis,L.,,common evening-primrose,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,native,SNA (2001),new 2017,documented,,,,2017-07-18,hillanddale,https://www.inaturalist.org/observations/9532739,https://static.inaturalist.org/photos/13000483/medium.jpeg?1516404949,,62207,
Oplopanax horridus,(Sm.) Miq.,,devil's club,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Araliaceae,,native,S5 (2015) ,new 2016,documented,,,,2016-04-02,judithofsquamish,http://www.inaturalist.org/observations/4396042,https://static.inaturalist.org/photos/5277109/medium.jpeg?1476924236,,83914,
Origanum vulgare,L.,,oregano,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,,exotic,SNA (2001),new 2018,documented,,,,2018-09-08,benkeen,https://www.inaturalist.org/observations/16328666,https://static.inaturalist.org/photos/24534591/medium.jpg?1536434985,,61396,
Orthilia secunda,(L.) House,,one-sided wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Ericales,,,Ericaceae,Monotropoideae,native,S5 (2015),confirmed,documented,1976-07-15,Murray Clark,UBC: V161995,2017-06-24,judithofsquamish,https://www.inaturalist.org/observations/6797714,https://static.inaturalist.org/photos/8646706/medium.jpeg?1498427670,,78288,
Osmorhiza berteroi,(L.) House,,mountain sweet cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,native,S5 (2015),confirmed,documented,1974-07-04,Charles E. Beil,UBC: V176121, , , , ,,53166,
Osmorhiza depauperata ,Phil.,,blunt-fruited sweet-cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,native,S5 (2015),reported,undocumented,1966-07-29,B. Fraser ,UBC: V161002,,,,,,78294,
Osmorhiza purpurea,(J.M. Coult. & Rose) Suksd.,,purple sweet-cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Apiales,,,Apiaceae,Apioideae,native,S5 (2000),confirmed,documented,1989-07-04,Frank Lomer,UBC: V200144,2016-04-09,judithofsquamish,https://www.inaturalist.org/observations/9983507,https://static.inaturalist.org/photos/13720966/medium.jpeg?1519520710,,78296,
Oxyria digyna ,L.,,purple sweet-cicely,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Lamiales,,,Araliaceae,,native,S4 (2015),reported,undocumented,1917-08-12,J. Davidson,UBC: V35335,2017-06-24,judithofsquamish,https://www.inaturalist.org/observations/6797714,https://static.inaturalist.org/photos/8646706/medium.jpeg?1498427670,,78288,
Packera pauciflora ,(Pursh) Á. Löve & D. Löve,,alpine groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),reported,undocumented,2009-05-11,Bruce Fraser,UBC: V158333,,,,,,78327,
Panicum sp.,L.,,panicgrass species,Plantae,Tracheophyta,Angiospermae,,Liliopsida,, ,Poales,,,Poaceae,,native,S5 (2000),new 2018,documented,,,,2018-10-09,judithofsquamish,https://www.inaturalist.org/observations/18003157,https://static.inaturalist.org/photos/27521810/medium.jpeg?1541049718,,60301,
Papaver cambricum,L.,,Welsh poppy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,,exotic,SNA (2008),new 2017,documented,,,,2017-05-29,vanezo,http://inaturalist.ca/observations/6418021,https://static.inaturalist.org/photos/8100508/medium.jpg?1496081228,aka Meconopsis cambrica,807416,
Parnassia fimbriata,K.D. Koenig,,fringed grass of Parnassus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,native,S5 (2015) ,confirmed,documented,1973-08-27,Vladimir J. Krajina,UBC: V151756,2018-08-29,judithofsquamish,https://www.inaturalist.org/observations/17456240,https://static.inaturalist.org/photos/26540466/medium.jpeg?1539405873,,78351,
Paxistima myrsinites,K.D. Koenig,,Oregon boxwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,native,S5 (2015) ,confirmed,documented,1973-08-27,Vladimir J. Krajina,UBC: V151756,2018-07-02,vanezo,https://www.inaturalist.org/observations/13999123,https://static.inaturalist.org/photos/20704702/medium.jpg?1530580095,,63893,
Pedicularis bracteosa ,Benth.,,towering lousewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,native,S5 (2000),reported,undocumented,1913-00-00,W. Taylor,UBC: V30030,,,,,,78367,
Pedicularis racemosa ,Douglas ex Benth.,,leafy lousewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,native,S4S5 (2015),reported,undocumented,1914-00-00,W. Taylor,UBC: V138985,,,,,,78372,
Penstemon davidsonii var. menziesii ,Greene,(D.D. Keck) Cronquist,Davidson's penstemon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S4 (2001),confirmed,documented,1913-00-00,W. Taylor,UBC: V30175,2012-08-15,judithofsquamish,https://www.inaturalist.org/observations/6033945,https://static.inaturalist.org/photos/7554675/medium.jpeg?1493613183,var. AB751 updated 2019 on iNat,242057,
Penstemon procerus ,Douglas ex Graham,,Tolmie's beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S5 (2000),reported,undocumented,1958-07-25,V.C. Brink ,UBC: V120477,,,,,,78414,
Penstemon procerus var. tolmiei  ,(Hook.) Cronquist,,Tolmie's beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S5 (2000) ,reported,undocumented,1943-08-01,John Davidson,UBC: V29500,,,,,herbarium record  P. tolmiei ssp. tolmiei,153359,
Penstemon serrulatus ,Menzies ex Rees,,Cascade beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S5 (2015),confirmed,documented,1913-07-08,A. E. Baggs,UBC: V47118,2016-05-17,judithofsquamish,https://www.inaturalist.org/observations/9192969,https://static.inaturalist.org/photos/12443326/medium.jpeg?1513615309,,143674,
Pentagramma triangularis ssp. triangularis ,(Kaulf.) Yatsk.,,Maxon's goldback fern,Plantae,Tracheophyta, ,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,,native,S4S5 (2015),reported,undocumented,2008-07-20,Steve Joya,UBC: V225589,,,,,,58767,
Perideridia gairdneri ,(Hook. & Arn.) Mathias,,common yampah,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,native,S3S4 (2015),reported,undocumented,1978-08-15,John Pinder-Moss ,UBC: V166526,,,,,,78434,
Persicaria sp.,(L.) Mill.,,"knotweeds, smartweeds, and waterpeppers",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,n/a,new 2018,documented,,,,2018-11-10,judithofsquamish,https://www.inaturalist.org/observations/18413457,https://static.inaturalist.org/photos/28146857/medium.jpeg?1542309088,,61787,
