iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Date observed,Description,Place name,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Mopalia phorminx,977159,Mopalia phorminx,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia phorminx,"Berry, 1919",,,,feathery mopalia,2019-03-17,Andy Lamb,Animalia,,,unobserved
Mopalia sinuata,429863,Mopalia sinuata,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia sinuata,"Carpenter, 1864",,,,dwarf hairy mopalia,2019-03-17,Andy Lamb,Animalia,,,unobserved
Mopalia spectabilis,364026,Mopalia spectabilis,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia spectabilis,"I.M. Cowan & G.M. Cowan, 1977",,,,red-flecked mopalia,1999-05-04,Andy Lamb,Animalia,2016-05-25,Karolle Wall,observed
Mopalia swanii,339904,Mopalia swanii,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia swanii,"Carpenter, 1864",,,,Swan's mopalia,1986-09-30,,Animalia,,,unobserved
Mopalia vespertina,364027,Mopalia vespertina,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia vespertina,"(Gould, 1852)",,,,smooth mopalia,1973-04-20,Ian Mc Taggart-Cowan,Animalia,2017-05-26,Kris Krüg,observed
Placiphorella rufa,547332,Placiphorella rufa,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,Placiphorella rufa,"Berry, 1917",,,,red veiled-chiton,2006-11-18,Andy Lamb,Animalia,,,unobserved
Placiphorella velata,55354,Placiphorella velata,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,Placiphorella velata,"(M.S. Carpenter, Dall, 1879)",,,,veiled-chiton,2011-11-18,Andy Lamb,Animalia,,,unobserved
Tonicella undocaerulea,194021,Tonicella cf undocaerulea,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella undocaerulea,,,,,blue lined chiton,,,Animalia,2015-09-25,Karolle Wall,observed
Tonicella insignis,498132,Tonicella insignis,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella insignis,"(Reeve, 1847)",,,,white-line chiton,1973-06-14,Philip Lambert,Animalia,,,unobserved
Tonicella lineata,47425,Tonicella lineata,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella lineata,"(Wood, 1815)",,,,lined chiton,1995-01-17,Robert Forsyth & Tammy Forsyth,Animalia,2016-06-06,Chessi Miltner,observed
Rhabdus rectius,957345,Rhabdus rectius,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,,Rhabdidae,,,Rhabdus,Rhabdus rectius,"(Carpenter, 1864)",,,,straight tuskshell,1961-06-22,Ian McTaggart-Cowan,Animalia,,,unobserved
Gadila aberrans,509660,Gadila aberrans,Animalia,Mollusca,,,Scaphopoda,,,Gadilida,Gadilimorpha,,,Gadilidae,,,Gadila,Gadila aberrans,"(Whiteaves, 1887)",,,,aberrant toothshell,1961-06-22,Ian McTaggart-Cowan,Animalia,,,unobserved
Emplectonema gracile,337279,Emplectonema gracile,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,Emplectonema gracile,"(Johnston, 1837)",,,,green ribbon worm,1969-02-22,Andy Lamb,Animalia,,,unobserved
Paranemertes peregrina,51284,Paranemertes peregrina,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Neesiidae,,,Paranemertes,Paranemertes peregrina,"Coe, 1901",,,,purple ribbon worm,,,Animalia,2019-05-04,Dave Metzger,observed
Tubulanus albocinctus,873878,Tubulanus albocinctus,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,Tubulanus albocinctus,"(Coe, 1904)",,,,white-ringed ribbon worm,1996-05-29,Charlie Gibbs,Animalia,,,unobserved
Tubulanus polymorphus,117581,Tubulanus polymorphus,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,Tubulanus polymorphus,"Renier, 1804",,,,orange ribbon worm,2008-08-23,Andy Lamb,Animalia,2017-05-27,Karolle Wall,observed
Tubulanus sexlineatus,121950,Tubulanus sexlineatus,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,Tubulanus sexlineatus,"(Griffin, 1898)",,,,six-lined ribbon worm,1969-02-22,Andy Lamb,Animalia,2018-08-10,Karolle Wall,observed
Micrura verrilli,117598,Micrura verrilli,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,,Lineidae,,,Micrura,Micrura verrilli,"Coe, 1901",,,,purple ribbon worm,2006-09-28,Andy Lamb,Animalia,,,unobserved
Phoronis ijimai,372139,Phoronis ijimai,Animalia,Phoronida,,,,,,,,,,Phoronidae,,,Phoronis,Phoronis ijimai,"Oka, 1897",,,,white colonial Phoronid,2008-04-27,Andy Lamb,Animalia,2013-06-26,Karolle Wall,observed
Eurylepta leoparda,447179,Eurylepta leoparda,Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Cotylea,,,Euryleptidae,,,Eurylepta,Eurylepta leoparda,"Freeman, 1933",,,,spotted flatworm,1996-09-28,Charlie Gibbs,Animalia,2015-04-22,Karolle Wall,observed
Kaburakia excelsa,56699,Kaburakia excelsa,Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Acotylea,,Stylochoidea,Callioplanidae,,,Kaburakia,Kaburakia excelsa,"Bock, 1925",,,,giant flatworm,2016-07-24,Andy Lamb,Animalia,2019-04-27,Andrew Simon,observed
Clathrina,122021,Clathrina sp.,Animalia,Porifera,,,Calcarea,Calcinea,,Clathrinida,,,,Clathrinidae,,,Clathrina,,,,,,lattice-skin sponge,2017-06-30,Andy Lamb,Animalia,,,unobserved
Leucilla nuttingi,117713,Leucilla nuttingi,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Amphoriscidae,,,Leucilla,Leucilla nuttingi,"(Urban, 1902)",,,,stalked vase sponge,1985-07-29,Andy Lamb,Animalia,2013-10-13,Peter Luckham,observed
Leucandra heathi,345357,Leucandra heathi,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Grantiidae,,,Leucandra,Leucandra heathi,"Urban, 1906",,,,bristly vase sponge,1971-08-21,Andy Lamb,Animalia,,,unobserved
Leucosolenia eleanor,424817,Leucosolenia eleanor,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,Leucosolenia eleanor,"Urban, 1906",,,,spaghetti sponge,2006-06-23,Andy Lamb,Animalia,,,unobserved
Leucosolenia nautilia,347319,Leucosolenia nautilia,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,Leucosolenia nautilia,"Laubenfels, 1930",,,,lacy ball sponge,1994-09-10,Andy Lamb,Animalia,,,unobserved
Sycon,347738,Sycon spp.,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Sycettidae,,,Sycon,,,,,,tiny vase sponge,1994-10-07,Andy Lamb,Animalia,,,unobserved
Cliona californiana,424811,Cliona californiana,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,,Clionaidae,,,Cliona,Cliona californiana,"Laubenfels, 1932",,,,yellow boring sponge,1973-09-20,Andy Lamb,Animalia,,,unobserved
Aplysilla polyraphis,213993,Aplysilla polyraphis,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,,Darwinellidae,,,Aplysilla,Aplysilla polyraphis,"Laubenfels, 1930",,,,slippery purple sponge,2008-11-12,Andy Lamb,Animalia,,,unobserved
Aplysilla,63646,Aplysilla sp.,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,,Darwinellidae,,,Aplysilla,,,,,,slippery rose sponge,1985-12-07,Andy Lamb,Animalia,,,unobserved
Desmacella austini,459736,Desmacella austini,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Desmacellida,,,,Desmacellidae,,,Desmacella,Desmacella austini,"Lehnert, Conway, Barrie & Krautter, 2005",,,,thin encrusting Desmacella,,,Animalia,2007-10-23,Jackson Chu,observed
Pleraplysilla,623055,Pleraplysilla sp.,Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,,Dysideidae,,,Pleraplysilla,,,,,,slippery white sponge,2006-09-29,Andy Lamb,Animalia,,,unobserved
Polymastia pachymastia,117717,Polymastia pachymastia,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Polymastia,Polymastia pachymastia,"Laubenfels, 1932",,,,aggregated nipple sponge,1994-10-07,Andy Lamb,Animalia,2016-02-07,Peter Luckham,observed
Haliclona,1227087,Haliclona (Haliclona) sp.,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Haliclona,,,,,,gnarled finger sponge,2006-11-11,Andy Lamb,Animalia,,,unobserved
Pachychalina,873877,Pachychalina sp.,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Niphatidae,,,Pachychalina,,,,,,thick-strap sponges,1985-08-02,Andy Lamb,Animalia,,,unobserved
Xestospongia hispida,873856,Xestospongia hispida,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Petrosiidae,,,Xestospongia,Xestospongia hispida,"(Ridley & Dendy, 1886)",,,,hard gnarled clump sponge,2005-12-10,Andy Lamb,Animalia,,,unobserved
Acarnus erithacus,63669,Acarnus erithacus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Acarnus,Acarnus erithacus,"Laubenfels, 1927",,,,thick encrusting scarlet sponge,2008-08-29,Andy Lamb,Animalia,,,unobserved
Iophon lamella,196333,Iophon lamella,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Iophon,Iophon lamella,"Wilson, 1904",,,,white reticulated sponge,1973-09-20,Andy Lamb,Animalia,,,unobserved
Amphilectus digitatus,459874,Amphilectus digitatus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Amphilectus,Amphilectus digitatus,"(Miklucho-Maclay, 1870)",,,,glove sponge,1981-05-31,Andy Lamb,Animalia,,,unobserved
Isodictya rigida,459878,Isodictya rigida,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Isodictyidae,,,Isodictya,Isodictya rigida,"(Lambe, 1893)",,,,orange finger sponge,1960-12-22,W. Clemens,Animalia,,,unobserved
Semisuberites cribrosa,194571,Semisuberites cribrosa,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Semisuberites,Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",,,,funnel sponge,1985-08-02,Andy Lamb,Animalia,,,unobserved
Hamigera,342247,Hamigera sp.,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Hymedesmiidae,,,Hamigera,,,,,,orange cratered encrusting sponge,1985-08-02,Andy Lamb,Animalia,,,unobserved
Antho karykina,345142,Antho (Plocamia) karykina,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,Antho karykina,"(Laubenfels, 1927)",,,,bright red sponge,1985-08-02,Andy Lamb,Animalia,,,unobserved
Clathria pennata,63672,Clathria (Microciona) pennata,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,Clathria pennata,"(Lambe, 1895)",,,,red velvety sponge,1971-08-21,Andy Lamb,Animalia,,,unobserved
Mycale adhaerens,256010,Mycale (Aegogropila) adhaerens,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Mycalidae,,,Mycale,Mycale adhaerens,"(Lambe, 1893)",,,,smooth scallop sponge,1999-07-31,Charlie Gibbs,Animalia,,,unobserved
Myxilla incrustans,256019,Myxilla (Myxilla) incrustans,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,Myxilla incrustans,"(Johnston, 1842)",,,,rough scallop sponge,1973-06-14,Philip Lambert,Animalia,,,unobserved
Myxilla lacunosa,459826,Myxilla (Myxilla) lacunosa,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,Myxilla lacunosa,"Lambe, 1893",,,,sulphur sponge,1973-09-20,Andy Lamb,Animalia,,,unobserved
Weberella perlucida,424640,Weberella perlucida,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Weberella,Weberella perlucida,"Austin, Ott, Reiswig, Romagosa & McDaniel, 2014",,,,retractable nipple sponge,2007-10-21,Andy Lamb,Animalia,,,unobserved
Craniella villosa,459732,Craniella villosa,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,Craniella villosa,"Lambe, 1893",,,,tennis ball sponge,1985-08-02,Andy Lamb,Animalia,2013-10-13,Peter Luckham,observed
Tetilla,247194,Tetilla sp.,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Tetilla,,,,,,,2008-05-21,Jackson Chu,Animalia,,,unobserved
Halichondria sitiens,459775,Halichondria (Eumastia) sitiens,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria sitiens,"(Schmidt, 1870)",,,,breast sponge,2007-12-15,Andy Lamb,Animalia,,,unobserved
Halichondria bowerbanki,120498,Halichondria (Halichondria) bowerbanki,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria bowerbanki,"Burton, 1930",,,,Bowerbank's crumb of bread sponge,1973-09-20,Andy Lamb,Animalia,,,unobserved
Halichondria panicea,186854,Halichondria (Halichondria) panicea,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria panicea,"(Pallas, 1766)",,,,yellow-green encrusting sponge,1968-08-02,Andy Lamb,Animalia,,,unobserved
Homaxinella amphispicula,459847,Homaxinella amphispicula,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Homaxinella,Homaxinella amphispicula,"(Laubenfels, 1961)",,,,tough yellow branching sponge,1999-05-04,Andy Lamb,Animalia,,,unobserved
Suberites concinnus,873889,Suberites concinnus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Suberites,Suberites concinnus,"Lambe, 1895",,,,peach ball sponge,1985-08-02,Andy Lamb,Animalia,,,unobserved
Suberites latus,473057,Suberites latus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Suberites,Suberites latus,"Lambe, 1893",,,,hermit crab sponge,2007-12-29,Andy Lamb,Animalia,,,unobserved
Tethya californiana,127233,Tethya californiana,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tethyida,,,,Tethyidae,,,Tethya,Tethya californiana,"Laubenfels, 1932",,,,orange rough ball sponge,1981-05-31,Andy Lamb,Animalia,,,unobserved
Rhabdocalyptus dawsoni,751673,Rhabdocalyptus dawsoni,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,,Rossellidae,,,Rhabdocalyptus,Rhabdocalyptus dawsoni,"(Lambe, 1893)",,,,boot sponge,2008-05-22,Jackson Chu,Animalia,2007-10-23,Jackson Chu,observed
Aphrocallistes vastus,424651,Aphrocallistes vastus,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,,Aphrocallistidae,,,Aphrocallistes,Aphrocallistes vastus,"Schulze, 1886",,,,cloud sponge,2011-10-30,Jackson Chu,Animalia,2007-10-23,Jackson Chu,observed
Heterochone calyx,424648,Heterochone calyx,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,,Aphrocallistidae,,,Heterochone,Heterochone calyx,"(Schulze, 1886)",,,,fingered goblet sponge,2012,Jackson Chu,Animalia,,,unobserved
Golfingia vulgaris,874030,Golfingia vulgaris,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiida,,,,Golfingiidae,,,Golfingia,Golfingia vulgaris,"(de Blainville, 1827)",,,,brown peanut worm,2007-12-15,Andy Lamb,Animalia,,,unobserved
Frankia,334078,Frankia sp.,Bacteria,Actinobacteria,,,,,,Actinomycetales,,,,Frankiaceae,,,Frankia,,,,,,actinobacterium,,,Bacteria,2017-10-04,Marty Moser,observed
Spirulina,311339,Spirulina sp.,Bacteria,Cyanobacteria,,,Cyanophyceae,,,Chroococcales,,,,Spirulinaceae,,,Spirulina,,,,,,cyanobacterium,,,Bacteria,2004-07-16,Mark Webber,observed
Nostoc commune,319815,Nostoc commune,Bacteria,Cyanobacteria,,,Cyanophyceae,,,Nostocales,,,,Nostocaceae,,,Nostoc,Nostoc commune,"Vaucher ex Bornet & Flahault, 1888",,,,star jelly,,,Bacteria,2017-04-01,Andrew Simon,observed
Oscillatoria,324242,Oscillatoria sp.,Bacteria,Cyanobacteria,,,Cyanophyceae,,,Oscillatoriales,,,,Oscillatoriaceae,,,Oscillatoria,,,,,,cyanobacterium,,,Bacteria,2006-01-13,Mark Webber,observed
Arthonia polygramma,214289,Arthonia polygramma,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Arthoniaceae,,,Arthonia,Arthonia polygramma,Nyl.,,,,comma lichen,2010-01-26,Terry McIntosh & Curtis Björk,Fungi,,,unobserved
Arthothelium spectabile,214359,Arthothelium spectabile,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Arthoniaceae,,,Arthothelium,Arthothelium spectabile,A. Massal.,,,,comma lichen,1974-05-30,Willa J. Noble,Fungi,,,unobserved
Chrysothrix candelaris,117938,Chrysothrix candelaris,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Chrysothricaceae,,,Chrysothrix,Chrysothrix candelaris,(L.) J.R. Laundon,,,,gold dust lichen,1974-05-31,Willa J. Noble,Fungi,,,unobserved
Chrysothrix granulosa,203089,Chrysothrix granulosa,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Chrysothricaceae,,,Chrysothrix,Chrysothrix granulosa,G. Thor,,,,cushioned gold dust lichen,,,Fungi,2016-06-19,Andrew Simon,observed
Chrysothrix xanthina,345245,Chrysothrix xanthina,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Chrysothricaceae,,,Chrysothrix,Chrysothrix xanthina,(Vain.) Kalb,,,,gold dust lichen,,,Fungi,2015-03-13,Lauren Magner & Andrew Simon,observed
Alyxoria varia,462268,Alyxoria varia,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Lecanographaceae,,,Alyxoria,Alyxoria varia,(Pers.) Ertz & Tehler,,,,scribble lichen,1974-05-29,Willa J. Noble,Fungi,2016-10-23,Andrew Simon,observed
Cresponea chloroconia,217756,Cresponea chloroconia,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Opegraphaceae,,,Cresponea,Cresponea chloroconia,(Tuck.) Egea & Torrente,,,,,,,Fungi,2020-11-10,Randal Mindell,observed
Arthophacopsis parmeliarum,462358,Arthophacopsis parmeliarum,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,,,,Arthophacopsis,Arthophacopsis parmeliarum,,,,,,,,Fungi,2021-10-23,Alejandro Huereca Delgado and Andrew Simon,observed
Chaenotheca ferruginea,210527,Chaenotheca ferruginea,Fungi,Ascomycota,Pezizomycotina,,Coniocybomycetes,,,Coniocybales,,,,Coniocybaceae,,,Chaenotheca,Chaenotheca ferruginea,(Turner ex Sm.) Mig.,,,,pin lichen,1977-07-24,Willa J. Noble,Fungi,,,unobserved
Sorocybe resinae,866707,Sorocybe resinae,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Chaetothyriales,,,,Herpotrichiellaceae,,,Sorocybe,Sorocybe resinae,,,,,,,,Fungi,2020-08-16,Andrew Simon,observed
Dermatocarpon intestiniforme,218252,Dermatocarpon intestiniforme,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Dermatocarpon,Dermatocarpon intestiniforme,(Körb.) Hasse.,,,,quilted stippleback,1974-05-31,Willa J. Noble,Fungi,,,unobserved
Dermatocarpon leptophyllodes,218253,Dermatocarpon leptophyllodes,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Dermatocarpon,Dermatocarpon leptophyllodes,(Nyl.) Zahlbr.,,,,jigsaw stippleback,1974-05-29,Willa J. Noble,Fungi,2018-05-24,Andrew Simon,observed
Dermatocarpon miniatum,154129,Dermatocarpon miniatum,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Dermatocarpon,Dermatocarpon miniatum,(L.) W. Mann,,,,leather lichen,1974-05-29,Willa J. Noble,Fungi,2016-04-23,Andrew Simon,observed
Dermatocarpon reticulatum,218258,Dermatocarpon reticulatum,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Dermatocarpon,Dermatocarpon reticulatum,H. Magn.,,,,sandpaper stippleback,1974-05-30,Willa J. Noble,Fungi,2016-06-28,Andrew Simon,observed
Hydropunctaria maura,197141,Hydropunctaria maura,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Hydropunctaria,Hydropunctaria maura,(Wahl.) Keller & Gueidan,,,,wart lichen,1974-05-30,Willa J. Noble,Fungi,2020-04-10,Andrew Simon,observed
Normandina pulchella,117861,Normandina pulchella,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Normandina,Normandina pulchella,(Borrer) Nyl.,,,,elf-ear lichen,1974-04,Willa J. Noble,Fungi,,,unobserved
Staurothele fissa,231483,Staurothele fissa,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,,Verrucariaceae,,,Staurothele,Staurothele fissa,(Taylor) Zwackh.,,,,lakezone lichen,1974-05,Willa J. Noble,Fungi,,,unobserved
Geoglossum fallax,205843,Geoglossum fallax,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,,Geoglossaceae,,,Geoglossum,Geoglossum fallax,E.J. Durand,,,,earth tongue,2010-04-17,Paul Kroeger,Fungi,,,unobserved
Geoglossum umbratile,350847,Geoglossum umbratile,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,,Geoglossaceae,,,Geoglossum,Geoglossum umbratile,Sacc.,,,,earth tongue,2015-03-21,Paul Kroeger,Fungi,2016-03-22,Andrew Simon,observed
Glutinoglossum glutinosum,499794,Glutinoglossum glutinosum,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,,Geoglossaceae,,,Glutinoglossum,Glutinoglossum glutinosum,"(Pers.) Hustad, A.N. Mill.",,,,viscid black earth tongue,2016-02-01,Rene Zich,Fungi,,,unobserved
Trichoglossum hirsutum,55240,Trichoglossum hirsutum,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,,Geoglossaceae,,,Trichoglossum,Trichoglossum hirsutum,(Pers.) Boud.,,,,black earth tongue,2016-02-01,Rene Zich,Fungi,2019-01-14,Kevin Toomer,observed
Pyrenocollema halodytes,229538,Pyrenocollema halodytes s.lat.,Fungi,Ascomycota,Pezizomycotina,,,,,,,,,,,,Pyrenocollema,Pyrenocollema halodytes,,,,,barnacle lichen,1976-07-23,Willa J. Noble,Fungi,,,unobserved
Sarcogyne hypophaea,532278,Sarcogyne hypophaea,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Acarosporomycetidae,,Acarosporales,,,,Acarosporaceae,,,Sarcogyne,Sarcogyne hypophaea,(Nyl.) Arnold,,,,grain-spored lichen,1974-04-21,Willa J. Noble,Fungi,,,unobserved
