iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Common name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,sinceTimestamp,sinceRecordedBy,sinceCollection,reportingStatus,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Vireo cassinii,17382,Vireo cassinii,0,accepted,Cassin's vireo,"Xantus de Vesey, 1858",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Vireonidae,,,Vireo,cassinii,2016,Galiano Naturalist,Galiano Bird Checklist,,2015-05-18,Michael Hoebel,iNat,confirmed,,,,,,,,
Vireo gilvus,17394,Vireo gilvus,0,accepted,warbling vireo,"(Vieillot, 1808)",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Vireonidae,,,Vireo,gilvus,2016,Galiano Naturalist,Galiano Bird Checklist,,2015-07-02,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Vireo huttoni,17375,Vireo huttoni,0,accepted,Hutton’s vireo,"Cassin, 1851",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Vireonidae,,,Vireo,huttoni,2016,Galiano Naturalist,Galiano Bird Checklist,,2019-02-22,Andrew Simon,iNat,confirmed,,,,,,,,
Pectinatella magnifica,68103,Pectinatella magnifica,0,accepted,magnificent bryozoan,"(Leidy, 1851)",Animalia,Bryozoa,,,Phylactolaemata,,,Plumatellida,,,,Pectinatellidae,,,Pectinatella,magnifica,,,,,2009-10-02,Rene Zich,iNat,new 2009,,,,,,,,
Ambystoma gracile,26747,Ambystoma gracile,0,accepted,northwestern salamander,"(Baird, 1859)",Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,,Ambystomatidae,,,Ambystoma,gracile,,,,,2016-04-10,Marlin Stewart,iNat,new 2016,,,,,,,,
Ambystoma macrodactylum,26754,Ambystoma macrodactylum,0,accepted,long-toed salamander,"Baird, 1849",Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,,Ambystomatidae,,,Ambystoma,macrodactylum,,,,,2016-10-30,Jenny Breukelman,iNat,new 2016,,,,,,,,
Contia tenuis,26916,Contia tenuis,0,accepted,sharp-tailed snake,Baird & Girard,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Dipsadinae,,Contia,tenuis,,"BC Ministry of Water, Land & Air Protection",Sharp-tailed Snake Wildlife in BC At Risk Report,,,,iNat,reported,,,,,,,,
Elgaria coerulea,32064,Elgaria coerulea,0,accepted,northern alligator lizard,"(Wiegmann, 1828)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,,Anguidae,Gerrhonotinae,,Elgaria,coerulea,,,,,2014-08-20,Christian Adler,iNat,new 2014,,,,,,,,
Pituophis catenifer catenifer,51440,Pituophis catenifer catenifer,0,accepted,Pacific gopher snake,"(Blainville, 1835)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Colubrinae,,Pituophis,catenifer,1957-07-01,A.I. Ortenburger,Sam Noble Oklahoma Museum of Natural History,29149,2019-06-11,Jessica Kirkwood,iNat,confirmed,,,,,,,,
Pseudacris regilla,24259,Pseudacris regilla,0,accepted,northern Pacific treefrog,"Baird and Girard, 1852",Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Hylidae,Hylinae,,Pseudacris,regilla,1957,A. I. Ortenburger,Sam Noble Oklahoma Museum of Natural History.,27613,2008-07-27,Ian Guthrie,iNat,confirmed,,,,,,,,
Rana aurora,25545,Rana aurora,0,accepted,northern red-legged frog,"Baird and Girard, 1852",Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Ranidae,,,Rana,aurora,2010-04-17,Kent Brothers,VMS,,2010-07-27,Cameron Eckert,iNat,confirmed,,,,,,,,
Taricha granulosa,27826,Taricha granulosa,0,accepted,rough-skinned newt,"(Skilton, 1849)",Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,,Salamandridae,Pleurodelinae,,Taricha,granulosa,1979-10-28,Geoffrey G.E. Scudder,UBC,H001463,2007-11-03,Shera Street,iNat,confirmed,,,,,,,,
Thamnophis elegans vagrans,28403,Thamnophis elegans vagrans,0,accepted,wandering garter snake,"(Baird & Girard, 1853)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,elegans,,,,,2006-07-22,jmclatchie,iNat,new 2006,,,,,,,,
Thamnophis ordinoides,28389,Thamnophis ordinoides,0,accepted,northwestern garter snake,"(Baird & Girard, 1852)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,ordinoides,,,,,2009-05-03,Shera Street,iNat,new 2009,,,,,,,,
Thamnophis sirtalis pickeringii,28363,Thamnophis sirtalis pickeringii,0,accepted,common garter snake,"(Linnaeus, 1758)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,sirtalis,2010-04-17,Kent Brothers,VMS,,2012-04-14,Brian Starzomski,iNat,confirmed,,,,,,,,
Trachemys scripta elegans,51271,Trachemys scripta elegans,0,accepted,pond slider,"(Thunberg in Schoepff, 1792)",Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,,Emydidae,Deirochelyinae,,Trachemys,scripta,,,,,2016-06-26,Henny Schnare,iNat,new 2016,,,,,,,,
Acanthodoris atrogriseata,1080211,Acanthodoris atrogriseata,0,accepted,gray pilose dorid,"O'Donoghue, 1927",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,atrogriseata,2008-06-15,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,0,accepted,Hudson's dorid,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,1994-10-23,Andy Lamb,PMLS,,2009-11-15,Karin Fletcher,iNat,confirmed,,,,,,,,
Acanthodoris lutea,47472,Acanthodoris lutea,0,accepted,sandalwood dorid,"MacFarland, 1925",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,lutea,,,,,2009-11-14,Karin Fletcher,iNat,new 2009,,,,,,,,
Acanthodoris nanaimoensis,47476,Acanthodoris nanaimoensis,0,accepted,Nanaimo nudibranch,"O'Donoghue, 1921",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,nanaimoensis,1994-10-07,Andy Lamb,PMLS,,2009-11-14,Karin Fletcher,iNat,confirmed,,,,,,,,
Acantholithodes hispidus,450310,Acantholithodes hispidus,0,accepted,hairy-spined crab,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,,Lithodidae,Hapalogastrinae,,Acantholithodes,hispidus,1994-09-10,Andy Lamb,PMLS,,2007-10-23,Jackson W.F. Chu,iNat,confirmed,,,,,,,,
Acarnus erithacus,63669,Acarnus erithacus,0,accepted,thick encrusting scarlet sponge,"Laubenfels, 1927",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Acarnus,erithacus,2008-08-29,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Acila castrensis,339158,Acila castrensis,0,accepted,nutclam or nutshell,"(Hinds, 1843)",Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculida,,,Nuculoidea,Nuculidae,,,Acila,castrensis,1961-05-13,Dan B. Quayle,RBCM,982-00207-002,,,iNat,reported,,,,,,,,
Acipenser transmontanus,93194,Acipenser transmontanus,0,accepted,white sturgeon,"Richardson, 1836",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Acipenseriformes,,,,Acipenseridae,,,Acipenser,transmontanus,,,,,2023-06-24,"Dave ""Zeuss"" Cochrane",iNat,new 2023,1,1,1,0,1,0,qwtaythun,"(Thom, 2011)"
Acmaea mitra,47676,Acmaea mitra,0,accepted,whitecap limpet,"Rathke, 1833",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Acmaeidae,,,Acmaea,mitra,1981-05-31,Andy Lamb,PMLS,,2019-05-04,Isabelle M. Côté,iNat,confirmed,,,,,,,,
Acteocina culcitella,49788,Acteocina culcitella,0,accepted,pillow barrel-bubble,"(Gould, 1853)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Bulloidea,Tornatinidae,,,Acteocina,culcitella,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03320,,,iNat,reported,,,,,,,,
Adalaria proxima,508396,Adalaria proxima,0,accepted,white adalaria,"(Alder & Hancock, 1854)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Adalaria,proxima,,,,,2009-11-15,Karin Fletcher,iNat,new 2009,,,,,,,,
Aegires albopunctatus,48981,Aegires albopunctatus,0,accepted,salt-and-pepper nudibranch,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Aegiridae,,,Aegires,albopunctatus,1996-05-29,Charlie Gibbs,PMLS,,2018-06-18,Karin Fletcher,iNat,confirmed,,,,,,,,
Aeolidia loui,498117,Aeolidia loui,0,accepted,shag-rug nudibranch,"Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,loui,,,,,2016-04-01,Karolle Wall,iNat,new 2016,,,,,,,,
Aeolidia papillosa,498116,Aeolidia papillosa,0,accepted,papillate sea slug,"(Linnaeus, 1761)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,papillosa,1969-02-22,Andy Lamb,PMLS,,2016-02-07,Peter Luckham,iNat,confirmed,,,,,,,,
Aequorea victoria,325995,Aequorea victoria s.lat.,0,accepted,water jelly,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,victoria,1985-07-29,Andy Lamb,PMLS,,2017-05-26,Karolle Wall,iNat,confirmed,,,,,,,,
Aglaja ocelligera,49842,Aglaja ocelligera,0,accepted,spotted aglaja,"(Bergh, 1894)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Philinoidea,Aglajidae,,,Aglaja,ocelligera,1996-05-29,Charlie Gibbs,PMLS,,2015-05-20,Karolle Wall,iNat,confirmed,,,,,,,,
Aglantha digitale,256085,Aglantha digitale,0,accepted,pink helmit,"(O. F. Müller, 1776)",Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Trachymedusae,,,,Rhopalonematidae,,,Aglantha,digitale,1861,Alexander Agassiz,"Agassiz, A. 1861. Notes on the described species of Holconoti, found on the western coast of North America. March 20, 1861. Proceedings of the Boston Society of Natural History, v.8, pp. 122–134.",,,,iNat,reported,,,,,,,,
Aglaophenia,51218,Aglaophenia sp.,0,accepted,ostrich-plume hydroid,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Aglaopheniidae,,,Aglaophenia,,1971-08-21,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Agonopsis vulsa,180027,Agonopsis vulsa,0,accepted,northern spearnose poacher,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Agonidae,Agoninae,,Agonopsis,vulsa,1995-02-25,Charlie Gibbs,PMLS,,2008-05-22,Jackson W.F. Chu,iNat,confirmed,,,,,,,,
Alcyonidium pedunculatum,873864,Alcyonidium pedunculatum,0,accepted,smooth leather bryozoan,"Robertson, 1902",Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,,Alcyonidioidea,Alcyonidiidae,,,Alcyonidium,pedunculatum,1994-02-26,Charlie Gibbs,PMLS,,,,iNat,reported,,,,,,,,
Alcyonium,338004,Alcyonium sp.,0,accepted,orange soft coral,,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Malacalcyonacea,,,,Alcyoniidae,,,Alcyonium,,1985-12-07,Andy Lamb,PMLS,,2016-02-07,Peter Luckham,iNat,confirmed,,,,,,,,
Aldisa albomarginata,50094,Aldisa albomarginata,0,accepted,white-rimmed nudibranch,"Millen in Millen & Gosliner, 1985",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,albomarginata,2009-03-19,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Aldisa cooperi,50097,Aldisa cooperi,0,accepted,Cooper's dorid,"Robilliard & Baba, 1972",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,cooperi,1981-05-31,Andy Lamb,PMLS,,1978-03-19,Neil McDaniel,iNat,confirmed,,,,,,,,
Aldisa sanguinea,50098,Aldisa sanguinea,0,accepted,blood-spot dorid,"(J.G. Cooper, 1863)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,sanguinea,2013-10-10,Andy Lamb,PMLS,,2016-05-06,Karolle Wall,iNat,confirmed,,,,,,,,
Aldisa tara,50100,Aldisa tara,0,accepted,Tara's dorid,"Millen in Millen & Gosliner, 1985",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,tara,2018-06-19,Andy Lamb,PMLS,,1978-03-19,Neil McDaniel,iNat,confirmed,,,,,,,,
Alia carinata,129933,Alia carinata,0,accepted,carinate dovesnail,"(Hinds, 1844)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Alia,carinata,,,,,2017-05-26,Karolle Wall,iNat,new 2017,,,,,,,,
Alitta williami,1115984,Alitta williami,0,accepted,giant piling sea-nymph worm,"Villalobos-Guerrero & Bakken, 2018",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Alitta,williami,,,,,2017-04-17,Kristian Sigvardsen,iNat,new 2017,,,,,,,,
Amathia,195986,Amathia sp.,0,accepted,tubeworm fuzz,,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Vesicularina,,Vesicularioidea,Vesiculariidae,,,Amathia,,2006-06-23,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Ammodytes personatus,201784,Ammodytes personatus,0,accepted,Pacific sand lance,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Labriformes,Uranoscopoidei,,,Ammodytidae,,,Ammodytes,personatus,1993-08-16,Andy Lamb,PMLS,,2011-05-20,Karolle Wall,iNat,confirmed,,,,,,,,
Ampelisca hancocki,295404,Ampelisca hancocki,0,accepted,amphipod,"J.L. Barnard, 1954",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Lysianassida,Synopioidea,Ampeliscidae,,,Ampelisca,hancocki,1961-06-22,,RBCM,976-01146-018,,,iNat,reported,,,,,,,,
Ampelisca lobata,295407,Ampelisca lobata,0,accepted,amphipod,"Holmes, 1908",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Lysianassida,Synopioidea,Ampeliscidae,,,Ampelisca,lobata,1961-06-22,,RBCM,976-01146-017,,,iNat,reported,,,,,,,,
Ampelisca unsocalae,1265117,Ampelisca unsocalae,0,,amphipod,"J.L. Barnard, 1960",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Lysianassida,Synopioidea,Ampeliscidae,,,Ampelisca,unsocalae,1961-06-22,,RBCM,976-01146-019,,,iNat,reported,,,,,,,,
Amphilectus digitatus,459874,Amphilectus digitatus,0,accepted,glove sponge,"(Miklucho-Maclay, 1870)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Amphilectus,digitatus,1981-05-31,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Amphiodia periercta,957349,Amphiodia periercta,0,accepted,long-armed burrowing brittle star,"H.L. Clark, 1911",Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Ophintegrida,Amphilepidida,Gnathophiurina,,Amphiuroidea,Amphiuridae,,,Amphiodia,periercta,1975-06-17,Philip Lambert,RBCM,975-00224-007,,,iNat,reported,,,,,,,,
Amphisbetia greenei,1353331,Amphisbetia greenei,0,accepted,fibre-optic hydroid,"(Murray, 1860)",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Amphisbetia,greenei,1971-08-21,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Amphissa columbiana,117643,Amphissa columbiana,0,accepted,wrinkled amphissa,"Dall, 1916",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,columbiana,1981-05-31,Andy Lamb,RBCM,986-00191-015,2022-02-12,Andrew Simon,iNat,confirmed,,,,,,,,
Amphissa versicolor,129932,Amphissa versicolor,0,accepted,variegated amphissa,"Dall, 1871",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,versicolor,2008-11-12,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Ampithoe lacertosa,260501,Ampithoe lacertosa,0,accepted,sea lettuce sea flea,"Bate, 1858",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Corophioidea,Ampithoidae,,,Ampithoe,lacertosa,2009-02-14,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Anarrhichthys ocellatus,60635,Anarrhichthys ocellatus,0,accepted,wolf-eel,"Ayres, 1855",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Anarhichadidae,,,Anarrhichthys,ocellatus,1994-02-26,Charlie Gibbs,PMLS,,,,iNat,reported,,,,,,,,
Anoplarchus purpurescens,67316,Anoplarchus purpurescens,0,accepted,high cockscomb,"Gill, 1861",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Xiphisterinae,,Anoplarchus,purpurescens,1969-02-22,Andy Lamb,PMLS,,2015-08-28,Andrew Simon,iNat,confirmed,,,,,,,,
Antho karykina,345142,Antho (Plocamia) karykina,0,accepted,bright red sponge,"(Laubenfels, 1927)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,karykina,1985-08-02,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Anthopleura artemisia,51658,Anthopleura artemisia,0,accepted,burrowing anemone,"(Pickering in Dana, 1846)",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,artemisia,1996-09-29,Charlie Gibbs,PMLS,,2009-07-16,Karolle Wall,iNat,confirmed,,,,,,,,
Anthopleura elegantissima,52564,Anthopleura elegantissima,0,accepted,pink-tipped anemone,"(Brandt, 1835)",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,elegantissima,1985-12-07,Andy Lamb,PMLS,,2013-10-13,Bridget Spencer,iNat,confirmed,,,,,,,,
Antiopella fusca,886884,Antiopella fusca,0,accepted,white-and-orange-tipped nudibranch,"(O'Donoghue, 1924)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Janolidae,,,Antiopella,fusca,1985-12-07,Andy Lamb,PMLS,,2009-11-15,Karin Fletcher,iNat,confirmed,,,,,,,,
Apata pricei,631469,Apata pricei,0,accepted,Price's aeolid,"(MacFarland, 1966)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Apataidae,,,Apata,pricei,2013-05-17,Andy Lamb,PMLS,,2014-04-08,Karin Fletcher,iNat,confirmed,,,,,,,,
Aphrocallistes vastus,424651,Aphrocallistes vastus,0,accepted,cloud sponge,"Schulze, 1886",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,,Aphrocallistidae,,,Aphrocallistes,vastus,2011-10-30,Jackson W.F. Chu,RBCM,016-00066-001,2007-10-23,Jackson W.F. Chu,iNat,confirmed,,,,,,,,
Aphrodita negligens,733687,Aphrodita negligens,0,accepted,sea mouse,"Moore, 1905",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Aphroditidae,,,Aphrodita,negligens,1914-06-26,,RBCM,974-00265-001,,,iNat,reported,,,,,,,,
Aplidium californicum,131232,Aplidium californicum,0,accepted,California sea pork,"(Ritter & Forsyth, 1917)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Aplidium,californicum,1994-10-07,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Aplidium kottae,799283,Aplidium kottae,0,accepted,red ascidian,"Brunetti, 2007",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Aplidium,kottae,1985-07-29,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Aplysilla polyraphis,213993,Aplysilla polyraphis,0,accepted,slippery purple sponge,"Laubenfels, 1930",Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,,Darwinellidae,,,Aplysilla,polyraphis,2008-11-12,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Aplysilla,63646,Aplysilla sp.,0,accepted,slippery rose sponge,,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,,Darwinellidae,,,Aplysilla,,1985-12-07,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Apodichthys flavidus,67408,Apodichthys flavidus,0,accepted,penpoint gunnel,"Girard, 1854",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Pholidae,Apodichthyinae,,Apodichthys,flavidus,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.5,2013-06-22,Karolle Wall,iNat,confirmed,,,,,,,,
Apomatus geniculatus,939557,Apomatus geniculatus,0,accepted,pearl-topped calcareous worm,"(Moore & Bush, 1904)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Apomatus,geniculatus,2007-10-14,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Apostichopus californicus,202640,Apostichopus californicus,0,accepted,giant sea cucumber,"(Stimpson, 1857)",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,californicus,1986-04-08,,RBCM,986-00191-032,2009-07-21,Karolle Wall,iNat,confirmed,1,1,1,1,1,0,thikwt,"(Thom, 2011)"
Arctonoe fragilis,69914,Arctonoe fragilis,0,accepted,fragile ruffled scaleworm,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,fragilis,1975-06-18,T. Kessler,RBCM,975-00227-001,2019-05-04,Isabelle M. Côté,iNat,confirmed,,,,,,,,
Arctonoe pulchra,465156,Arctonoe pulchra,0,accepted,red commensal scaleworm,"(Johnson, 1897)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,pulchra,1975-06-18,T. Kessler,RBCM,975-00227-003,2019-05-04,Norah Brown,iNat,confirmed,,,,,,,,
Arctonoe vittata,122163,Arctonoe vittata,0,accepted,red-banded commensal scaleworm,"(Grube, 1855)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,vittata,1975-06-18,T. Kessler,RBCM,975-00227-002,,,iNat,reported,,,,,,,,
Argulus pugettensis,873865,Argulus pugettensis,0,accepted,surfperch fish louse,"Dana, 1853",Animalia,Arthropoda,Crustacea,Oligostraca,Ichthyostraca,Branchiura,,Arguloida,,,Arguloidea,Argulidae,,,Argulus,pugettensis,2007-09-29,Andy Lamb,PMLS,,,,iNat,reported,,,,,,,,
Armina californica,47499,Armina californica,0,accepted,striped nudibranch,"(J.G. Cooper, 1863)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Arminoidea,Arminidae,,,Armina,californica,1975-06-17,Philip Lambert,RBCM,975-00224-003,2013-10-13,Peter Luckham,iNat,confirmed,,,,,,,,
Artedius fenestralis,117527,Artedius fenestralis,0,accepted,padded sculpin,"Jordan & Gilbert, 1883",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Psychrolutidae,Oligocottinae,,Artedius,fenestralis,1968-08-02,Andy Lamb,PMLS,,2013-10-13,Peter Luckham,iNat,confirmed,,,,,,,,
Artedius harringtoni,117528,Artedius harringtoni,0,accepted,scalyhead sculpin,"(Starks, 1896)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Psychrolutidae,Oligocottinae,,Artedius,harringtoni,1969-02-21,Andy Lamb,PMLS,,2015-01-01,Peter Luckham,iNat,confirmed,,,,,,,,
Artedius lateralis,117529,Artedius lateralis,0,accepted,smoothhead sculpin,"(Girard, 1854)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Psychrolutidae,Oligocottinae,,Artedius,lateralis,1985-12-08,Charlie Gibbs,PMLS,,2020-08-13,Andrew Simon,iNat,confirmed,,,,,,,,
