Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Arctostaphylos x media,Greene,,northwestern manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,,Arctostaphylos x media,,,native,S4,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Stockade Hill,712206,VAS,accepted,47179,Arctostaphylos,Arctostaphylos media
Arenaria serpyllifolia var. serpyllifolia,L.,,thyme-leaved sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,Arenaria,serpyllifolia,,,,exotic,unlisted,,reported,unobserved,1979-06-28,Harvey Janszen,RBCM,V097814,1949546763,,,,reported as Arenaria serpyllifoliavar. serpyllifolia(V097814),75553,VAS,accepted,80373,Arenaria serpyllifolia serpyllifolia,Arenaria serpyllifolia
Argentina anserina,L.,(Howell) Rousi,Pacific silverweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,Argentina,anserina,,,,native,S5,,confirmed,observed,1974-07-14,S. Keene,RBCM,V104942,1949553646,2015-03-04,Andrew Simon,https://www.inaturalist.org/observations/2566457,"reported as Argentina anserina (V104942); H. Janszen also reports P. egedii (RBCM V097827), a segregate of P.anserina that is not recognized by the FPNW2",61097,VAS,accepted,158615,Argentina anserina,Potentilla anserina pacifica
Armeria maritima,(Mill.) Willd.,,thrift,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Plumbaginaceae,,,Armeria,maritima,,,,exotic,S4,,new 2017,observed,,,,,,2017-04-14,Kris Krüg,http://inaturalist.ca/observations/5705865,,60476,VAS,accepted,60476,Armeria maritima,Armeria maritima
Arrhenatherum elatius ssp. elatius,(L.) P. Beauv. ex J. Presl & C. Presl,,tall oatgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Arrhenatherum,elatius,,,,exotic,unlisted,,reported,unobserved,1981-07-16,Harvey Janszen,RBCM,V113797,1949562858,,,,reported as Arrhenatherum elatiusvar. elatius (V113797);Retreat Cove; meadow,75583,VAS,accepted,239373,Arrhenatherum elatius elatius,Arrhenatherum elatius
Artemisia campestris ssp. pacifica,L.,(Nutt.) H.M. Hall & Clem.,northern wormwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Artemisia,campestris,,pacifica,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2021-05-01,Andrew Simon,https://www.inaturalist.org/observations/79112170,Rocks immediately along shore. Look on headlands just seaward of Juniperus maritima forests.,361656,VAS,accepted,361656,Artemisia campestris pacifica,Artemisia campestris pacifica
Artemisia suksdorfii,Piper,,Suksdorf's mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Artemisia,suksdorfii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-31,Adam Huggins,http://www.inaturalist.org/observations/3779806,,75597,VAS,accepted,75597,Artemisia suksdorfii,Artemisia suksdorfii
Asplenium trichomanes ssp. trichomanes,L.,,maidenhair spleenwort,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Aspleniaceae,,,Asplenium,trichomanes,,,,native,S5,,new 2016,observed,,,,,,2016-06-27,Adam Huggins,http://www.inaturalist.org/observations/3536017,,75609,VAS,accepted,79637,Asplenium trichomanes trichomanes,Asplenium trichomanes
Athyrium filix-femina ssp. cyclosorum,(L.) Roth ex Mertens,(Rupr.) C. Chr.,western lady fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Athyriaceae,,,Athyrium,filix-femina,,cyclosorum,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567709,,52669,VAS,accepted,61002,Athyrium filix-femina cyclosorum,Athyrium filix-femina
Athysanus pusillus,(Hook.) Greene,,common sandweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Athysanus,pusillus,,,,native,S5,,confirmed,observed,1978-03-27,Harvey Janszen,RBCM,V097781,1949546842,2020-04-09,Andrew Simon,https://www.inaturalist.org/observations/41788597,,58069,VAS,accepted,58069,Athysanus pusillus,Athysanus pusillus
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Atriplex,patula,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-19,Andrew Simon,http://www.inaturalist.org/observations/3495353,H. Janszen (2001) reports syn. Atriplex subspicata,60175,VAS,accepted,60175,Atriplex patula,Atriplex patula
Atriplex prostrata,Bouchér ex DC.,,thinleaf orach,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Atriplex,prostrata,,,,exotic,unlisted,,new 2015,observed,,,,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599838,,60176,VAS,accepted,60176,Atriplex prostrata,Atriplex prostrata
Avena fatua,L.,,wild oat,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Avena,fatua,,,,exotic,unlisted,,new 2022,unobserved,2022-06-14,Frank Lomer,UBC,13044,,,,,,52698,VAS,accepted,52698,Avena fatua,Avena fatua
Avena sativa,L.,,common oat,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Avena,sativa,,,,exotic,unlisted,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113801,1949562868,2022-07-08,Adam Huggins,https://www.inaturalist.org/observations/125381639,ruderal waif,57156,VAS,accepted,57156,Avena sativa,Avena sativa
Barbarea orthoceras,Ledeb.,,American wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Barbarea,orthoceras,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113761,1949562682,2016-07-09,Andrew Simon,http://www.inaturalist.org/observations/3652873,Cain Peninsula; salt marsh,52976,VAS,accepted,52976,Barbarea orthoceras,Barbarea orthoceras
Barbarea verna,(Mill.) Asch.,,early wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Barbarea,verna,,,,exotic,unlisted,,new 2017,observed,,,,,,2017-05-08,Andrew Simon,https://www.inaturalist.org/observations/6217457,,56126,VAS,accepted,71136,Barbarea verna,Barbarea vulgaris
Bellardia viscosa,(L.) Fisch. & C.A.Mey.,,yellow parentucellia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Orobanchaceae,,,Bellardia,viscosa,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564158,,537967,VAS,accepted,537967,Bellardia viscosa,Bellardia viscosa
Bellis perennis,L.,,English daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Bellis,perennis,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197707,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2589122,,55563,VAS,accepted,55563,Bellis perennis,Bellis perennis
Berberis aquifolium,Pursh,,tall Oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,,Berberis,aquifolium,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566238,Reported as Mahonia aquifolium,126887,VAS,accepted,126887,Berberis aquifolium,Berberis aquifolium
Berberis nervosa,Pursh,,dull Oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,,Berberis,nervosa,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565110,Reported as Mahonia nervosa,75756,VAS,accepted,75756,Berberis nervosa,Berberis nervosa
Betula papyrifera,Marshall,,paper birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fagales,,,Betulaceae,,,Betula,papyrifera,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2021-07-09,Andrew Simon,https://www.inaturalist.org/observations/86360289,,49883,VAS,accepted,49883,Betula papyrifera,Betula papyrifera
Bidens cernua,L.,,nodding beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Bidens,cernua,,,,native,S5,,new 2016,observed,,,,,,2016-08-13,Andrew Simon,http://www.inaturalist.org/observations/3881685,,75765,VAS,accepted,75765,Bidens cernua,Bidens cernua
Boechera sp.,,,rockcresses,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Boechereae,Boechera,,,,,,,,new 2021,observed,,,,,,2021-05-01,Andrew Simon,https://www.inaturalist.org/observations/79112173,,1068235,VAS,accepted,1068235,Boechera,Boechera
Bolboschoenus maritimus ssp. paludosus,(L.) Palla,(A. Nelson) Á. Löve & D. Löve,seacoast bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,,Bolboschoenus,maritimus,,paludosus,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,reported as S. maritimus var. paludosus,79646,VAS,accepted,79646,Bolboschoenus maritimus paludosus,Bolboschoenus maritimus paludosus
Brodiaea coronaria,(Salisb.) Jeps.,,harvest brodiaea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,Brodiaea,coronaria,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113756,1949562769,2012-06-21,Brian Starzomski,https://www.inaturalist.org/observations/7641848,,57126,VAS,accepted,57126,Brodiaea coronaria,Brodiaea coronaria
Bromus carinatus var. carinatus,Hook. & Arn.,,California brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,carinatus,,,,native,S5,,confirmed,observed,1975-05-31,Angela Wood,RBCM,V097389,1949546437,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2563972,,52700,VAS,accepted,64297,Bromus carinatus carinatus,Bromus carinatus
Bromus commutatus,Schrad.,,meadow brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,commutatus,,,,exotic,unlisted,,new 2017,observed,2022-06-10,Frank Lomer,UBC,13007,,2017-06-13,Andrew Simon,http://inaturalist.ca/observations/6646956,,75900,VAS,accepted,75900,Bromus commutatus,Bromus commutatus
Bromus diandrus,Roth,,ripgut brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,diandrus,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-06-07,Adam Huggins,https://www.inaturalist.org/observations/120768665,inc. syn. Bromus rigidus,52702,VAS,accepted,52702,Bromus diandrus,Bromus diandrus
Bromus hordeaceus,L.,,soft brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,hordeaceus,,,,exotic,unlisted,,confirmed,observed,1974-07-14,S. Keene,RBCM,V104976,1949553924,2015-05-17,Andrew Simon,http://www.inaturalist.org/observations/2621691,,52703,VAS,accepted,52703,Bromus hordeaceus,Bromus hordeaceus
Bromus inermis,Leyss.,,smooth brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,inermis,,,,exotic,unlisted,,reported,unobserved,1975-07-18,Harvey Janszen,RBCM,V097099,1949546230,,,,Georgeson Bay Road; roadside,181449,VAS,accepted,75903,Bromus inermis,Bromus inermis inermis
Bromus racemosus,L.,,bald brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,racemosus,,,,exotic,unlisted,,new 2022,observed,,,,,,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538528,,75909,VAS,accepted,75909,Bromus racemosus,Bromus racemosus
Bromus secalinus,L.,,rye brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,secalinus,,,,exotic,unlisted,,new 2022,observed,,,,,,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538555,,75911,VAS,accepted,75911,Bromus secalinus,Bromus secalinus
Bromus sitchensis,Trin.,,Alaska brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,sitchensis,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113828,1949562785,2017-05-29,Andrew Simon & Alexander J. Wright,https://www.inaturalist.org/observations/6434822,Reported as Bromus sitchensis var. sitchensis (V113828),75912,VAS,accepted,75912,Bromus sitchensis,Bromus sitchensis
Bromus sterilis,L.,,barren brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,sterilis,,,,exotic,unlisted,,confirmed,observed,1974-07-14,S. Keene,RBCM,V104977,1949553741,2015-05-04,Andrew Simon,http://www.inaturalist.org/observations/2567840,,57163,VAS,accepted,57163,Bromus sterilis,Bromus sterilis
Bromus tectorum,L.,,cheatgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,tectorum,,,,exotic,unlisted,,confirmed,observed,1975-05-07,Leon Pavlick,RBCM,V141103,1949589958,2016-05-09,Andrew Simon,http://www.inaturalist.org/observations/3649878,,58369,VAS,accepted,58369,Bromus tectorum,Bromus tectorum
Bromus vulgaris,(Hook.) Shear,,Columbia brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,,,,native,S5,,confirmed,observed,1979-06-08,Harvey Janszen,RBCM,V097879,1949547019,2016-06-04,Andrew Simon,http://www.inaturalist.org/observations/3573693,,75915,VAS,accepted,75915,Bromus vulgaris,Bromus vulgaris
Buddleja davidii,Franch.,,butterfly-bush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Buddlejaceae,,,Buddleja,davidii,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564045,,75916,VAS,accepted,75916,Buddleja davidii,Buddleja davidii
Cakile edentula var. edentula,(Bigelow) Hook.,,American searocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Brassiceae,Cakile,edentula,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542880,,52162,VAS,accepted,234668,Cakile edentula edentula,Cakile edentula
Cakile maritima ssp. maritima,Scop.,,European searocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Brassiceae,Cakile,maritima,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542797,,60982,VAS,accepted,337699,Cakile maritima maritima,Cakile maritima
Calandrinia ciliata,(Ruiz & Pav.) DC.,,redmaids,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Calandrinia,ciliata,,,,native,S3S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-03-16,Sarah Tweedale,http://inaturalist.ca/observations/2809557,,400267,VAS,accepted,489239,Calandrinia ciliata,Calandrinia menziesii
Callitriche heterophylla var. bolanderi,Pursh,(Hegelm.) Fassett,diverse-leaved water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,Callitricheae,Callitriche,heterophylla,,,bolanderi,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-27,Alexander J. Wright,https://www.inaturalist.org/observations/6411342,reported as Callitriche heterophylla var. bolanderi,75935,VAS,accepted,60158,Callitriche heterophylla bolanderi,Callitriche heterophylla
Calluna vulgaris,(L.) Hull.,,common heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,,Calluna,vulgaris,,,,exotic,unlisted,,new 2018,observed,,,,,,2018-09-02,Kevin Toomer,https://www.inaturalist.org/observations/16183635,,119450,VAS,accepted,119450,Calluna vulgaris,Calluna vulgaris
Calypso bulbosa var. occidentalis,(L.) Oakes,(Holz.) Cockerell,western fairy-slipper,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,,,occidentalis,native,S5,,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,V156823,,2013-04-21,Felix Erhard,http://www.inaturalist.org/observations/2588468,,57724,VAS,accepted,57724,Calypso bulbosa occidentalis,Calypso bulbosa occidentalis
Calystegia sepium ssp. sepium,(L.) R. Br.,,hedge false bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convolvulaceae,,,Calystegia,sepium,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-02,Andrew Simon,http://www.inaturalist.org/observations/3382803,,57481,VAS,accepted,118539,Calystegia sepium sepium,Calystegia sepium
Calystegia silvatica ssp. silvatica,(Kit.) Griseb.,,shortstalk false bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convulvulaceae,,,Calystegia,silvatica,,,,exotic,unlisted,,new 2017,unobserved,2017-05-27,Alexander J. Wright,Bioblitz Galiano2017,,,,,,most large bindweed is this,234778,VAS,accepted,234778,Calystegia silvatica silvatica,Calystegia silvatica silvatica
Camassia leichtlinii ssp. suksdorfii,(Baker) S.Watson,(Greenm.) Gould,Suksdorf's great camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,,suksdorfii,,native,S4,,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103416,,2013-05-04,Felix Erhard,http://www.inaturalist.org/observations/2604245,,79659,VAS,accepted,79659,Camassia leichtlinii suksdorfii,Camassia leichtlinii suksdorfii
Camassia quamash ssp. quamash,(Pursh) Greene,,common camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Agavoideae,,Camassia,quamash,,,,native,S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-04-21,Sarah Tweedale,http://inaturalist.ca/observations/3083409,,62220,VAS,accepted,118435,Camassia quamash quamash,Camassia quamash
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,persicifolia,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-04,Andrew Simon,https://www.inaturalist.org/observations/3380425,,159764,VAS,accepted,159764,Campanula persicifolia,Campanula persicifolia
Campanula rotundifolia,L.,,common harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,rotundifolia,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,62312,VAS,accepted,984576,Campanula rotundifolia,Campanula rotundifolia
Campanula scouleri,Hook. ex A. D.C.,,Scouler's harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,scouleri,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296703,,75991,VAS,accepted,75991,Campanula scouleri,Campanula scouleri
Capsella bursa-pastoris,(L.) Medik.,,shepherd's purse,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Capsella,bursa-pastoris,,,,exotic,unlisted,,confirmed,observed,1975-06-04,Angela Wood,RBCM,V097405,1949546373,2016-05-06,Andrew Simon,http://www.inaturalist.org/observations/3116760,,56121,VAS,accepted,56121,Capsella bursa-pastoris,Capsella bursa-pastoris
Cardamine flexuosa,With.,,wood bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,flexuosa,,,,exotic,unlisted,,confirmed,observed,2003-05-01,Frank Lomer,UBC,V231296,,2018-05-23,Andrew Simon,https://www.inaturalist.org/observations/12791467,,69636,VAS,accepted,69636,Cardamine flexuosa,Cardamine flexuosa
